specimen_id,raw_geometry_id,signed_winding_angle_deg,abs_winding_angle_deg,n_turns_signed,n_turns_abs,start_end_dist,axial_span,fitted_axial_span,axial_pitch_360,fitted_pitch_360,fit_radius,fit_rms,radial_rms,axial_rms,helix_rms,helix_rms_relative_to_radius,axial_angle_r_squared,quality_class,quality_warnings,analysis_set_all,analysis_set_primary_adequate,measurement_method,uncertainty_scope
318_car_pini_trochanter_mirrored_aligned,318_car_pini_trochanter_mirrored_aligned,-329.9813627979129,329.9813627979129,-0.9166148966608691,0.9166148966608691,0.2507906415923148,0.20422808916918014,0.18412403142869516,0.20087392437046298,0.20087392437046298,0.2866667495729368,0.014446825771548724,0.011948178676281515,0.008121071431352885,0.014446825771548724,0.050395889279349466,0.9810105765650527,good,,True,True,robust_circular_3d_helix_soft_l1,conditional moving-block residual bootstrap; excludes manual tracing repeatability
a_fallax_trochanter_aligned,a_fallax_trochanter_aligned,-434.89752513620476,434.89752513620476,-1.2080486809339022,1.2080486809339022,0.34891566409151514,0.20344608907470613,0.22689855976020937,0.18782236456299234,0.18782236456299234,0.2467275942385025,0.007812541348471772,0.005677920297377238,0.005366285812199401,0.007812541348471772,0.031664643643060354,0.9939260889472731,good,,True,True,robust_circular_3d_helix_soft_l1,conditional moving-block residual bootstrap; excludes manual tracing repeatability
a_frumentarium_trochanter_aligned,a_frumentarium_trochanter_aligned,133.37897849640703,133.37897849640703,0.3704971624900195,0.3704971624900195,0.23062673155581592,0.006965324895736758,0.006941525767766124,0.018735705615432655,0.018735705615432655,0.12398367990940878,0.0036556247129475266,0.003652727578269075,0.00014551041497137137,0.0036556247129475266,0.029484725051059816,0.9960720878102537,limited_identifiability,very_few_points|angular_coverage_below_180_deg,True,True,robust_circular_3d_helix_soft_l1,conditional moving-block residual bootstrap; excludes manual tracing repeatability
a_haematodes_trochanter_aligned,a_haematodes_trochanter_aligned,-199.52013000677272,199.52013000677272,-0.5542225833521465,0.5542225833521465,0.27829965270573387,0.014778371754963274,0.01863610596560122,0.03362567048943233,0.03362567048943233,0.14088820036294414,0.0028497927908280856,0.002239024926590738,0.0017629765536617526,0.0028497927908280856,0.020227334748308894,0.9100169384125665,caution,few_points,True,True,robust_circular_3d_helix_soft_l1,conditional moving-block residual bootstrap; excludes manual tracing repeatability
a_validum_trochanter_aligned,a_validum_trochanter_aligned,181.65501168945332,181.65501168945332,0.5045972546929259,0.5045972546929259,0.3321824821198734,0.07384565630243402,0.0746480340215705,0.14793587029520758,0.14793587029520758,0.16397043484991983,0.0034912954256499265,0.0032446114386380427,0.001289046299177579,0.0034912954256499265,0.02129222520416847,0.9971285990995622,caution,few_points,True,True,robust_circular_3d_helix_soft_l1,conditional moving-block residual bootstrap; excludes manual tracing repeatability
adexius_scrobipennis_trochanter_aligned,adexius_scrobipennis_trochanter_aligned,-448.5634013721223,448.5634013721223,-1.2460094482558952,1.2460094482558952,0.42225549350379843,0.2421664267054003,0.2452413993098645,0.1968214604256346,0.1968214604256346,0.25891748876311943,0.013049379598893003,0.008980613157838168,0.009467570714035825,0.013049379598893003,0.05039976117963869,0.9818235322975807,good,,True,True,robust_circular_3d_helix_soft_l1,conditional moving-block residual bootstrap; excludes manual tracing repeatability
archarius_pyrrhoceras_trochanter_aligned,archarius_pyrrhoceras_trochanter_aligned,-459.3784300875856,459.3784300875856,-1.2760511946877378,1.2760511946877378,0.39729978308279057,0.1932933262849722,0.23387637052146004,0.18328133815876554,0.18328133815876554,0.250572010789712,0.015236369485471779,0.013512507370163074,0.007039822417440922,0.015236369485471779,0.06080635038786764,0.9898553232242832,good,,True,True,robust_circular_3d_helix_soft_l1,conditional moving-block residual bootstrap; excludes manual tracing repeatability
b_porcatus_trochanter_aligned,b_porcatus_trochanter_aligned,-494.8633537494668,494.8633537494668,-1.3746204270818523,1.3746204270818523,0.6045702759741968,0.28934284701721685,0.2840139557763547,0.20661264024664677,0.20661264024664677,0.28885746979995697,0.021222069162070714,0.0194429530996762,0.008505750659612864,0.021222069162070714,0.0734689990075994,0.9907395910107707,good,,True,True,robust_circular_3d_helix_soft_l1,conditional moving-block residual bootstrap; excludes manual tracing repeatability
barypeithes_araneiformis_trochanter_aligned,barypeithes_araneiformis_trochanter_aligned,-358.5562702375606,358.5562702375606,-0.9959896395487795,0.9959896395487795,0.1944625645518039,0.1943399110884856,0.19276982324371442,0.19354601251780726,0.19354601251780726,0.24862485445605698,0.01254189996670377,0.009985224549645146,0.007589107027046561,0.01254189996670377,0.05044507715909183,0.983633854842023,good,,True,True,robust_circular_3d_helix_soft_l1,conditional moving-block residual bootstrap; excludes manual tracing repeatability
brachysomus_hirtus_trochanter_aligned,brachysomus_hirtus_trochanter_aligned,-416.12747695175347,416.12747695175347,-1.1559096581993151,1.1559096581993151,0.30885596367519796,0.21095925877518817,0.21861716631502373,0.18912997634744846,0.18912997634744846,0.2589780146798958,0.009384919412061042,0.00879784261209524,0.0032672125342073015,0.009384919412061042,0.036238286186806516,0.9977783392897762,good,,True,True,robust_circular_3d_helix_soft_l1,conditional moving-block residual bootstrap; excludes manual tracing repeatability
c_cinctus_trochanter_aligned,c_cinctus_trochanter_aligned,-465.1491931903388,465.1491931903388,-1.2920810921953856,1.2920810921953856,0.4072484857875233,0.17533985530303356,0.18118770531890838,0.1402293605357624,0.1402293605357624,0.2433483033137085,0.008894521837818626,0.007030786103413878,0.0054479872881161105,0.008894521837818626,0.03655058086167298,0.9892829371850125,good,,True,True,robust_circular_3d_helix_soft_l1,conditional moving-block residual bootstrap; excludes manual tracing repeatability
c_glandium_trochanter_aligned,c_glandium_trochanter_aligned,-450.9451385721891,450.9451385721891,-1.2526253849227476,1.2526253849227476,0.37411979146270113,0.1852288695234174,0.19954325935747874,0.15930002837183846,0.15930002837183846,0.24820695459706776,0.013988248638077214,0.012208237658437234,0.006828618691637695,0.013988248638077214,0.056357198615910445,0.9859231538544319,good,,True,True,robust_circular_3d_helix_soft_l1,conditional moving-block residual bootstrap; excludes manual tracing repeatability
c_tuberculosus_trochanter_aligned,c_tuberculosus_trochanter_aligned,-390.3391999576348,390.3391999576348,-1.0842755554378745,1.0842755554378745,0.19944957395074728,0.14089485108505326,0.13671333284812773,0.12608725905742416,0.12608725905742416,0.27735643357652723,0.010454967197289514,0.008053353642382651,0.006667070886612946,0.010454967197289514,0.03769505925091446,0.9743476455671474,good,,True,True,robust_circular_3d_helix_soft_l1,conditional moving-block residual bootstrap; excludes manual tracing repeatability
cleopus_solani_trochanter_aligned,cleopus_solani_trochanter_aligned,-380.7288326075254,380.7288326075254,-1.0575800905764594,1.0575800905764594,0.13769363557738062,0.10586538824433092,0.09854841790939048,0.09318293601354985,0.09318293601354985,0.2425604700644389,0.009255295090843064,0.00805165294391629,0.004564139797301107,0.009255295090843064,0.03815665053907709,0.9743160803693661,good,,True,True,robust_circular_3d_helix_soft_l1,conditional moving-block residual bootstrap; excludes manual tracing repeatability
coenorhinus_pauxillus_trochanter_aligned,coenorhinus_pauxillus_trochanter_aligned,-220.65221234695832,220.65221234695832,-0.6129228120748842,0.6129228120748842,0.551984835467098,0.19201934479107602,0.20891239040103318,0.3408461657575068,0.3408461657575068,0.26426654200070776,0.010584361602112716,0.008204262383852582,0.006687210873090476,0.010584361602112716,0.04005184130378627,0.9894551085301567,caution,few_points,True,True,robust_circular_3d_helix_soft_l1,conditional moving-block residual bootstrap; excludes manual tracing repeatability
dorytomus_taeniatus_trochanter_aligned,dorytomus_taeniatus_trochanter_aligned,-407.0364589414704,407.0364589414704,-1.1306568303929734,1.1306568303929734,0.245314170043633,0.16675595350851485,0.17250539692096958,0.15257095900708728,0.15257095900708728,0.22667155566860242,0.007289772950415937,0.005858854869695396,0.004337581040679498,0.007289772950415937,0.03216006935194686,0.9925803500991948,good,,True,True,robust_circular_3d_helix_soft_l1,conditional moving-block residual bootstrap; excludes manual tracing repeatability
e_hypocrita_trochanter_aligned,e_hypocrita_trochanter_aligned,-423.12840642545007,423.12840642545007,-1.175356684515139,1.175356684515139,0.33021868772246976,0.21224427700098497,0.1937548202084612,0.16484767795266284,0.16484767795266284,0.2654367684746489,0.016351107806282034,0.012521857957304938,0.010514837126163003,0.016351107806282034,0.06160076428086744,0.9680369150100576,good,,True,True,robust_circular_3d_helix_soft_l1,conditional moving-block residual bootstrap; excludes manual tracing repeatability
e_micros_trochanter_aligned,e_micros_trochanter_aligned,-413.2990093018328,413.2990093018328,-1.1480528036162023,1.1480528036162023,0.32479475890613435,0.2386110797489952,0.22907579775112927,0.1995342000207423,0.1995342000207423,0.26072466582326825,0.010093740020648606,0.008447476026094875,0.005524829082695266,0.010093740020648606,0.038714173777062696,0.993581283103251,good,,True,True,robust_circular_3d_helix_soft_l1,conditional moving-block residual bootstrap; excludes manual tracing repeatability
hylesinus_crenatus_trochanter_aligned,hylesinus_crenatus_trochanter_aligned,-414.98840992293526,414.98840992293526,-1.1527455831192646,1.1527455831192646,0.25823471975096085,0.16020208520850843,0.17220027907656604,0.14938272728887997,0.14938272728887997,0.23126516193152277,0.011505440337507432,0.007203428293939015,0.008971386636079283,0.011505440337507432,0.04974999364977494,0.9692209533871421,good,,True,True,robust_circular_3d_helix_soft_l1,conditional moving-block residual bootstrap; excludes manual tracing repeatability
hylurgops_palliatus_trochanter_aligned,hylurgops_palliatus_trochanter_aligned,-438.6859996292503,438.6859996292503,-1.218572221192362,1.218572221192362,0.3293126307181718,0.17783133347424637,0.17703615225016422,0.1452816248157503,0.1452816248157503,0.2327738108836875,0.0135546479581825,0.011965307332616476,0.006368665614262931,0.0135546479581825,0.05823098357467495,0.9859087994543577,good,,True,True,robust_circular_3d_helix_soft_l1,conditional moving-block residual bootstrap; excludes manual tracing repeatability
larinus_turbinatus_trochanter_aligned,larinus_turbinatus_trochanter_aligned,-437.3117279506928,437.3117279506928,-1.2147547998630355,1.2147547998630355,0.35907509701444085,0.19392163041950616,0.19448055926410054,0.16009861355232213,0.16009861355232213,0.24845666745584732,0.012269701407014017,0.010485370981771904,0.006372014437514818,0.012269701407014017,0.04938366731170311,0.9872666216724959,good,,True,True,robust_circular_3d_helix_soft_l1,conditional moving-block residual bootstrap; excludes manual tracing repeatability
leiosoma_deflexum_trochanter_aligned,leiosoma_deflexum_trochanter_aligned,-467.5467929775479,467.5467929775479,-1.2987410916042998,1.2987410916042998,0.42683211764785817,0.1887836192473988,0.19054475373987378,0.1467149649546385,0.1467149649546385,0.25821681982345096,0.01519361873139919,0.014812140018083281,0.0033832762582768515,0.01519361873139919,0.05884054625793716,0.9961973559278602,good,,True,True,robust_circular_3d_helix_soft_l1,conditional moving-block residual bootstrap; excludes manual tracing repeatability
leperisinus_fraxini_trochanter_aligned,leperisinus_fraxini_trochanter_aligned,-405.43086227795635,405.43086227795635,-1.1261968396609898,1.1261968396609898,0.24884691860293068,0.17228541624719854,0.15193957388957977,0.13491386988380907,0.13491386988380907,0.24561567935062265,0.011281820062602085,0.007824109937247529,0.008127900566246802,0.011281820062602085,0.045932817043398105,0.9667858022196002,good,,True,True,robust_circular_3d_helix_soft_l1,conditional moving-block residual bootstrap; excludes manual tracing repeatability
limnobaris_t_trochanter_aligned,limnobaris_t_trochanter_aligned,-438.7275297093656,438.7275297093656,-1.2186875825260157,1.2186875825260157,0.3780683152180332,0.21237762056859708,0.2130832889766776,0.17484652509137127,0.17484652509137127,0.25635182719430605,0.007628333862315479,0.0064994448217505765,0.003993581666119823,0.007628333862315479,0.02975728297241064,0.9959186050333382,good,,True,True,robust_circular_3d_helix_soft_l1,conditional moving-block residual bootstrap; excludes manual tracing repeatability
n_marmoratus_trochanter_aligned,n_marmoratus_trochanter_aligned,-220.57596416592182,220.57596416592182,-0.612711011572005,0.612711011572005,0.31815519350403654,0.02392696489250575,0.02119836625407014,0.03459765836374059,0.03459765836374059,0.17014729629198078,0.00833211364407639,0.008143889275601697,0.0017610182408321672,0.00833211364407639,0.04897000320109754,0.9339970286088416,caution,few_points,True,True,robust_circular_3d_helix_soft_l1,conditional moving-block residual bootstrap; excludes manual tracing repeatability
n_quadrimaculatus_trochanter_mirrored_aligned,n_quadrimaculatus_trochanter_mirrored_aligned,-478.3912441396153,478.3912441396153,-1.328864567054487,1.328864567054487,0.42396950343222856,0.1586866462899203,0.1533070387345026,0.11536693996914782,0.11536693996914782,0.23960195282656324,0.010220067693323157,0.008570762135501947,0.005567029735213726,0.010220067693323157,0.0426543589180218,0.9840761444562989,good,,True,True,robust_circular_3d_helix_soft_l1,conditional moving-block residual bootstrap; excludes manual tracing repeatability
orchestes_testaceus_trochanter_aligned,orchestes_testaceus_trochanter_aligned,-381.84186108527086,381.84186108527086,-1.0606718363479746,1.0606718363479746,0.16638384077826368,0.13864246919230008,0.13688101772490857,0.12905124189608633,0.12905124189608633,0.24763726859475146,0.009665344621620579,0.006320741355739007,0.007312121126495401,0.009665344621620579,0.039030250480744606,0.9692365119775295,good,,True,True,robust_circular_3d_helix_soft_l1,conditional moving-block residual bootstrap; excludes manual tracing repeatability
otiorynchus_singularis_trochanter_aligned,otiorynchus_singularis_trochanter_aligned,-482.7467557096225,482.7467557096225,-1.340963210304507,1.340963210304507,0.4462071821861178,0.21118938504683502,0.21217343969041075,0.15822465378616182,0.15822465378616182,0.2328409535816558,0.014021655313594023,0.01211972999115445,0.007051167468919663,0.014021655313594023,0.060219884422852275,0.9857721633504719,good,,True,True,robust_circular_3d_helix_soft_l1,conditional moving-block residual bootstrap; excludes manual tracing repeatability
oxystoma_trochanter_aligned,oxystoma_trochanter_aligned,247.9082812639381,247.9082812639381,0.6886341146220503,0.6886341146220503,0.2606658999326396,0.0743514416303052,0.0736372767816558,0.10693236831879997,0.10693236831879997,0.1497399799059751,0.0023454123208500664,0.0020249323870066118,0.0011834727638804967,0.0023454123208500664,0.015663233842576983,0.9972869014940041,caution,few_points,True,True,robust_circular_3d_helix_soft_l1,conditional moving-block residual bootstrap; excludes manual tracing repeatability
p_pollinarius_trochanter_aligned,p_pollinarius_trochanter_aligned,-481.8178672359598,481.8178672359598,-1.3383829645443328,1.3383829645443328,0.466566927261877,0.18107336006133445,0.17968169687908636,0.13425282720948334,0.13425282720948334,0.2510306652871857,0.012417883275713654,0.009518220338310898,0.007975418900635476,0.012417883275713654,0.049467594970946153,0.9788080401349489,good,,True,True,robust_circular_3d_helix_soft_l1,conditional moving-block residual bootstrap; excludes manual tracing repeatability
phyllobius_trochanter_aligned,phyllobius_trochanter_aligned,-363.6302098842508,363.6302098842508,-1.0100839163451412,1.0100839163451412,0.160192446654018,0.15924054007717164,0.15314618362714735,0.15161728758268636,0.15161728758268636,0.22872039717987358,0.013706866823286049,0.013097874192517246,0.004040283374751153,0.013706866823286049,0.059928484701373165,0.9921426154642825,good,,True,True,robust_circular_3d_helix_soft_l1,conditional moving-block residual bootstrap; excludes manual tracing repeatability
polydrusus_marginatus_trochanter_aligned,polydrusus_marginatus_trochanter_aligned,-336.9957446679059,336.9957446679059,-0.9360992907441831,0.9360992907441831,0.15265220045582084,0.12506496115041632,0.13927179280307925,0.1487788679899122,0.1487788679899122,0.23597698635882283,0.016672446966992795,0.01549919832127913,0.006143723566766755,0.016672446966992795,0.07065285146764667,0.9784008005282293,good,,True,True,robust_circular_3d_helix_soft_l1,conditional moving-block residual bootstrap; excludes manual tracing repeatability
protapion_trochanter_aligned,protapion_trochanter_aligned,-282.9154712800651,282.9154712800651,-0.7858763091112919,0.7858763091112919,0.2215018243403345,0.07121735033616496,0.07198284753417238,0.09159564514112171,0.09159564514112171,0.16400487048957266,0.00373503389993286,0.003636831955990862,0.0008508416759488189,0.00373503389993286,0.02277392060847566,0.9985703967750287,caution,few_points,True,True,robust_circular_3d_helix_soft_l1,conditional moving-block residual bootstrap; excludes manual tracing repeatability
rhinusa_tetra_trochanter_mirrored_aligned,rhinusa_tetra_trochanter_mirrored_aligned,-354.2749635181067,354.2749635181067,-0.9840971208836297,0.9840971208836297,0.16925900141400604,0.16686205359693973,0.1419401972564719,0.14423393204221804,0.14423393204221804,0.21215600950793678,0.009615853354120282,0.005772457379897549,0.007690472776443114,0.009615853354120282,0.04532444485745549,0.9667440255482664,good,,True,True,robust_circular_3d_helix_soft_l1,conditional moving-block residual bootstrap; excludes manual tracing repeatability
rynchites_cupreus_trochanter_aligned,rynchites_cupreus_trochanter_aligned,-352.77101000820045,352.77101000820045,-0.9799194722450012,0.9799194722450012,0.19322349610258593,0.18939188970574808,0.22673107542899396,0.23137725277522217,0.23137725277522217,0.27205376393497704,0.011556415893533725,0.006576092167310859,0.009502934289541931,0.011556415893533725,0.0424784267873456,0.9769955800785208,good,,True,True,robust_circular_3d_helix_soft_l1,conditional moving-block residual bootstrap; excludes manual tracing repeatability
s_capitatum_trochanter_aligned,s_capitatum_trochanter_aligned,-363.68038987270194,363.68038987270194,-1.0102233052019498,1.0102233052019498,0.13975465817717403,0.1389122745319608,0.1481300604638961,0.14663100692800193,0.14663100692800193,0.2503375709762814,0.01345837604074434,0.008596812483733798,0.010354839485651132,0.01345837604074434,0.053760911669225524,0.9445469632599315,good,,True,True,robust_circular_3d_helix_soft_l1,conditional moving-block residual bootstrap; excludes manual tracing repeatability
s_melanogtammum_trochanter_aligned,s_melanogtammum_trochanter_aligned,-462.40645279753267,462.40645279753267,-1.2844623688820351,1.2844623688820351,0.4061735176014843,0.17145674265935013,0.2077926002510333,0.1617739883122391,0.1617739883122391,0.24417863252990255,0.014839163363765258,0.01254519969770654,0.007925827015597584,0.014839163363765258,0.060771752261934826,0.9824575007125125,good,,True,True,robust_circular_3d_helix_soft_l1,conditional moving-block residual bootstrap; excludes manual tracing repeatability
scolytus_carpini_trochanter_aligned,scolytus_carpini_trochanter_aligned,-419.8121867183124,419.8121867183124,-1.1661449631064233,1.1661449631064233,0.28456051597797066,0.19464292145587814,0.15555514110636678,0.13339262787020306,0.13339262787020306,0.22194103123227604,0.010396981232226153,0.006057150886875934,0.008450333832274382,0.010396981232226153,0.04684569218453807,0.972281783134797,good,,True,True,robust_circular_3d_helix_soft_l1,conditional moving-block residual bootstrap; excludes manual tracing repeatability
