specimen_id,point_index,point_name,x,y,z,fit_x,fit_y,fit_z,theta_deg,radial_coordinate,axial_coordinate,radial_residual,axial_residual,helix_distance
otiorynchus_singularis_trochanter_aligned,50,C.1.50,0.283035,-0.004795128,-0.02970733,0.2830400937120542,-0.00833648954737054,-0.029388023660210524,-640.4146847880927,0.2347300732257682,-0.08387516240396048,0.001889119644112397,0.003012382954399326,0.0035557311616216027
otiorynchus_singularis_trochanter_aligned,51,C.1.51,0.2736501,-0.009342902,0.006309397,0.2729122636535046,-0.010071053084957898,0.005992749488030455,-649.4373021521009,0.23391344594272848,-0.0906961556511779,0.00107249236107268,0.00015694667569633654,0.0010839151828309801
otiorynchus_singularis_trochanter_aligned,52,C.1.52,0.2636318,-0.01616337,0.0417922,0.2586491815302445,-0.014914746033504789,0.03897851765565434,-658.3175217093284,0.23691622719910885,-0.09896255693627015,0.004075273617453051,-0.004206483317764183,0.00585682140411823
oxystoma_trochanter_aligned,1,C.1.01,-0.1344129,0.2537302,-0.3659378,-0.13780213390224044,0.25201411070816865,-0.36545095639345954,89.34192359840235,0.14630049969462136,-0.03463460594327534,-0.003439480211353735,0.0016848921254992392,0.0038299981199556164
oxystoma_trochanter_aligned,2,C.1.02,-0.1390981,0.2583488,-0.394105,-0.14005367820256326,0.25727193033433565,-0.3943700988317347,100.56731130533097,0.14827610542179695,-0.03297390889886953,-0.001463874484178146,1.1263356575546703e-05,0.0014639178148479334
oxystoma_trochanter_aligned,3,C.1.03,-0.1387998,0.2669895,-0.421708,-0.13864116787495467,0.26662300645698556,-0.4218917261448294,111.64825019767146,0.14953382477696675,-0.03008200136956076,-0.0002061551290083452,-0.00038824866676532215,0.0004395872660365977
oxystoma_trochanter_aligned,4,C.1.04,-0.1336549,0.2795333,-0.4472593,-0.1336264305175313,0.2795780255383841,-0.44722195794551295,122.64833048672541,0.14980296644631766,-0.026410923361109954,6.298654034256335e-05,1.5427572225797802e-05,6.484839434482024e-05
oxystoma_trochanter_aligned,5,C.1.05,-0.1179799,0.3075974,-0.4827537,-0.11766135375718281,0.3076389832931693,-0.4825214068583014,140.9114845093718,0.15010661090006083,-0.02115237355157154,0.00036663099408573707,-0.0001508068199374458,0.0003964353449983361
oxystoma_trochanter_aligned,6,C.1.06,-0.09541608,0.3416837,-0.5076989,-0.09338920059634592,0.3409415912688004,-0.5064468849467867,159.1031854251687,0.15163945208185353,-0.017216188448558444,0.001899472175878436,-0.0016181818910172572,0.002495297012251717
oxystoma_trochanter_aligned,7,C.1.07,-0.06480823,0.3768859,-0.5185195,-0.06306383912045951,0.3756383830629667,-0.516886030029805,177.14010942419958,0.1519126427677457,-0.011836339704366108,0.002172662861770591,-0.0015959192590542883,0.002695815682189291
oxystoma_trochanter_aligned,8,C.1.08,-0.04319213,0.3963918,-0.5168362,-0.042724399539699025,0.39590040896753464,-0.516343941383203,188.07346329375784,0.15040868586106584,-0.007498197816670849,0.0006687059550907481,-0.0005053591017461986,0.0008381858243203349
oxystoma_trochanter_aligned,9,C.1.09,-0.02103343,0.4146698,-0.5117896,-0.021604981584908485,0.41466512243241527,-0.5106110141753559,199.0497879662015,0.1508059851112026,-0.002971316102901686,0.0010660052052275104,0.0007611770768549742,0.0013098693216889077
oxystoma_trochanter_aligned,10,C.1.10,0.0008187294,0.4299746,-0.5000073,-0.0003754381748543312,0.4311586889703617,-0.49986603463211543,210.07354078248224,0.14935140528723734,0.0011842155639785828,-0.0003885746187377581,0.0016422754203854093,0.0016876192671124901
oxystoma_trochanter_aligned,11,C.1.11,0.02294042,0.4447374,-0.4837377,0.021740367009842533,0.44552226336679257,-0.4831804823164579,221.95878405606075,0.14991915434109368,0.004600181223055459,0.00017917443511858422,0.0015279154925488497,0.0015383852672756825
oxystoma_trochanter_aligned,12,C.1.12,0.04194294,0.454601,-0.4610742,0.04235656146915738,0.4556991736925352,-0.4618082165401139,233.9145045508077,0.1483619237766654,0.00675317794877597,-0.0013780561293096905,0.00012965247532239864,0.0013841417773787336
oxystoma_trochanter_aligned,13,C.1.13,0.0601732,0.4603381,-0.4364423,0.06057648016507967,0.4610630072243356,-0.4367789644089061,245.88135500265997,0.1488451945214793,0.010206856024525144,-0.0008947853844958054,2.8764828478614618e-05,0.0008952476191896487
oxystoma_trochanter_aligned,14,C.1.14,0.08025862,0.4575621,-0.3948837,0.08183508750802182,0.4594572736129372,-0.3951677547436446,263.7280343583156,0.14726316200592837,0.015327533636717633,-0.002476817900046724,-0.00015163447634692416,0.0024814552029824833
oxystoma_trochanter_aligned,15,C.1.15,0.09117972,0.4444006,-0.3519189,0.09468616289109234,0.446076140255612,-0.3516404035345522,281.79086262030967,0.1461794161178437,0.019262512308257877,-0.0035605637881313823,-0.0015819363731144006,0.00389616955200043
oxystoma_trochanter_aligned,16,C.1.16,0.0981096,0.4246653,-0.3106776,0.09799518239902533,0.42258916063732777,-0.3120467699153421,299.40666399086666,0.15170700706257023,0.024550881223598272,0.001967027156595136,-0.0015260656810718448,0.0024895927975730927
oxystoma_trochanter_aligned,17,C.1.17,0.09347364,0.400619,-0.2874976,0.0947124511032893,0.4002468861958848,-0.2874012487439698,312.14099862881886,0.14910182771666924,0.02873024888163426,-0.0006381521893058517,-0.0011292329169257404,0.001297075632869789
oxystoma_trochanter_aligned,18,C.1.18,0.08836161,0.3745299,-0.266755,0.08701861996540325,0.3745941333862157,-0.26760050950148345,324.8293221285021,0.15110317723361105,0.03444341269931055,0.0013631973276359566,0.0008150628957055129,0.0015882803524660443
