specimen_id,specimen_seed,bootstrap_replicate,abs_winding_angle_deg,fitted_pitch_360,endpoint_axial_span,fitted_axial_span,start_end_dist,fit_radius,radial_rms,axial_rms,helix_rms,axial_angle_r_squared,helix_rms_relative_to_radius
15_mononychus_punctumalbum_trochanter_aligned,20261819,25,476.9883791149358,0.13882548528741534,0.17481238761879817,0.18393928668635726,0.45792822273164246,0.2523544683488854,0.006071184949700485,0.005152679169679691,0.007963001275845715,0.9915576099083346,0.0315548257494561
15_mononychus_punctumalbum_trochanter_aligned,20261819,26,475.641563171709,0.14047518510612433,0.18435742184168522,0.18559954619642263,0.4625100053598781,0.24746524918545432,0.004296507940794172,0.004147544037955584,0.005971775450574845,0.9946688638436963,0.024131773936871045
15_mononychus_punctumalbum_trochanter_aligned,20261819,27,477.764891714038,0.14203400558370424,0.19209909754860477,0.1884968369372487,0.4695143620260982,0.25096284373724237,0.004064712553464585,0.002417640591269537,0.004729362977277874,0.9981999074384624,0.018844873236412273
15_mononychus_punctumalbum_trochanter_aligned,20261819,28,473.3771221548474,0.13819035107766586,0.18302443131179788,0.18171152972975968,0.4644688867205244,0.2505589463450588,0.004504142335909605,0.0034635892272511996,0.00568187896010323,0.9961312106615022,0.02267681534818715
15_mononychus_punctumalbum_trochanter_aligned,20261819,29,475.7364023981898,0.14585434008514456,0.18691418710537047,0.19274505285074653,0.4559395943325851,0.2505691864128159,0.004428100059597838,0.0030063074006170115,0.0053521915441074154,0.9973467956574844,0.02136013458290762
15_mononychus_punctumalbum_trochanter_aligned,20261819,30,474.6201978909497,0.14689119579419727,0.19578070223016528,0.19365980115633377,0.4579047591999882,0.2521113987961238,0.005915738116803115,0.005612263458241691,0.008154352125786088,0.990975397187236,0.032344242127585465
15_mononychus_punctumalbum_trochanter_aligned,20261819,31,482.79185053988687,0.13963979913808902,0.19091213311171049,0.18726932509693361,0.47334590571856616,0.24824957907829925,0.007373399739230205,0.004423606557829231,0.00859856492055214,0.9937644606572705,0.03463677542768403
15_mononychus_punctumalbum_trochanter_aligned,20261819,32,476.4838605941571,0.14466391163237322,0.1836236236981191,0.19147227528679217,0.465526692486115,0.25096997276867816,0.0041319141360295405,0.004942622243581602,0.006442222370445495,0.9927303061416748,0.02566929541162027
15_mononychus_punctumalbum_trochanter_aligned,20261819,33,476.2601890775527,0.14620019665232056,0.19007220892946558,0.19341481472447106,0.46174518138269105,0.2504947534406761,0.0023480979686510495,0.004813724173712421,0.00535588503339705,0.9934361125076526,0.02138122639229435
15_mononychus_punctumalbum_trochanter_aligned,20261819,34,478.1513668599094,0.14417884082468138,0.18267363934007233,0.1914980828127742,0.46100779675836784,0.24926734012816376,0.001890825587791336,0.0038433117777798916,0.004283254233018176,0.9956425475396551,0.01718337520998896
15_mononychus_punctumalbum_trochanter_aligned,20261819,35,476.31011173602604,0.1447401309352918,0.2013383630396085,0.1915032998290997,0.4728102819856754,0.2527644980504383,0.003992210766645666,0.006000583962728048,0.007207270960569645,0.9893476445486845,0.028513778699773958
15_mononychus_punctumalbum_trochanter_aligned,20261819,36,476.5656760432024,0.14720642040097187,0.18169138365872092,0.1948709090452473,0.4573950059845898,0.2489234637369737,0.005843345420973212,0.004464119122313189,0.0073534376482711095,0.9944520404791978,0.029540958244262415
15_mononychus_punctumalbum_trochanter_aligned,20261819,37,476.58211483805616,0.1406955469582271,0.18160766186697078,0.18625828143791365,0.4603478818288974,0.2429945042724437,0.004247745322038248,0.005618371923682577,0.007043397148657916,0.9900516160813347,0.028985828999494197
15_mononychus_punctumalbum_trochanter_aligned,20261819,38,475.33556618253266,0.14588303234335315,0.17423054900760437,0.19262053826486805,0.4584562533517087,0.2497556077715078,0.002908233603680814,0.006472762489446762,0.007096088847975858,0.9882161845586838,0.028412130207173602
15_mononychus_punctumalbum_trochanter_aligned,20261819,39,475.8200598806589,0.13901654079214112,0.1807395649896943,0.18374127434477405,0.4647832216409336,0.24977917776851175,0.0032783675364452458,0.004761526067136423,0.00578098816743624,0.9926708700570759,0.023144395858304474
15_mononychus_punctumalbum_trochanter_aligned,20261819,40,479.36195032147464,0.14740448859845615,0.19821855015142867,0.19627806427970976,0.46775857495787765,0.24947071729586076,0.0052307688032837965,0.0030781034598389334,0.0060692390942258265,0.9972859882518234,0.02432846291546109
15_mononychus_punctumalbum_trochanter_aligned,20261819,41,480.4239788593708,0.14622713769051138,0.19727467955395198,0.1951417314069237,0.47155308086822884,0.24950537567447142,0.004499127052795824,0.005106649510262908,0.0068058807995635545,0.9923350441397666,0.027277491641876116
15_mononychus_punctumalbum_trochanter_aligned,20261819,42,474.23334442904144,0.14234193623301744,0.1845047050436949,0.18750914575635894,0.46109405078095583,0.2484440356551863,0.004104383924612534,0.00530519229672742,0.0067075355165570096,0.9917275830677629,0.026998174856032165
15_mononychus_punctumalbum_trochanter_aligned,20261819,43,478.2128854474961,0.13882897034447586,0.18015090864499442,0.184416118033713,0.46315894880564756,0.2497915086661318,0.006259523396035277,0.004792369849107301,0.007883428309824716,0.9925471587333008,0.03156003321298486
15_mononychus_punctumalbum_trochanter_aligned,20261819,44,479.6654748153404,0.1367639011248734,0.16722578774032704,0.18222478214072407,0.44906784099408925,0.24959495091022538,0.006629931896015578,0.006012015464256416,0.008949878596286268,0.9883138842887709,0.035857610755537166
15_mononychus_punctumalbum_trochanter_aligned,20261819,45,478.2192101765424,0.14543321793979466,0.19326203445390924,0.1931915517127821,0.4729978423053401,0.2509272562481665,0.006465430972585385,0.005489080249261499,0.008481261677610185,0.9911643638516937,0.03379968284203545
15_mononychus_punctumalbum_trochanter_aligned,20261819,46,476.25994549514564,0.14677856155927346,0.1965946734048827,0.19417986035576518,0.4726137681633766,0.2481843248868543,0.005128735980737606,0.006581886878798438,0.008344169679807063,0.9874925486782735,0.03362085693208513
15_mononychus_punctumalbum_trochanter_aligned,20261819,47,478.22209985072533,0.14698794558829292,0.18805956796079568,0.19525801108882668,0.454690248434012,0.24929544850628685,0.004403696576435604,0.0032495685357828872,0.005472863894348258,0.9969483215873471,0.02195332456785805
15_mononychus_punctumalbum_trochanter_aligned,20261819,48,475.36414981424036,0.148801414596523,0.19496079161373206,0.19648571650231234,0.46562020011795624,0.24784743998594713,0.0035172766753058427,0.006127393918086646,0.0070651391662199855,0.9899393659538223,0.028506000169380714
15_mononychus_punctumalbum_trochanter_aligned,20261819,49,478.3331361936171,0.14812205801169318,0.2023754273874586,0.19681024596718358,0.47453174683439964,0.24824351415921975,0.003271467857887262,0.004843474152715471,0.005844804856726386,0.9935762140908538,0.023544642753395822
15_mononychus_punctumalbum_trochanter_aligned,20261819,50,479.14402039674184,0.14581320684079813,0.20019713848647339,0.19407090597956034,0.4743101479508576,0.2476462390719155,0.004345158522267818,0.005373347398256366,0.0069103737124691835,0.9916496365321377,0.027904214246768505
15_mononychus_punctumalbum_trochanter_aligned,20261819,51,471.9806697907188,0.1418111914369268,0.18545261216419145,0.18592261421727932,0.45967725743913773,0.25086898376971145,0.005406729383435296,0.0053665542667744575,0.007617914893455938,0.9913314632999547,0.030366108950514604
15_mononychus_punctumalbum_trochanter_aligned,20261819,52,478.0065666717978,0.13978078587854897,0.17975062761575084,0.18560037095691923,0.45455931910642,0.24772210321428903,0.006295141626964772,0.0050346424312985435,0.008060796022389865,0.9918362163031615,0.03253967214793494
15_mononychus_punctumalbum_trochanter_aligned,20261819,53,472.29951761200135,0.1406043393674959,0.20045324769285056,0.18446489349284012,0.47423011693903006,0.2505585456551733,0.005243762527627358,0.004983738865899352,0.007234272494841797,0.9923299417002742,0.02887258335541999
15_mononychus_punctumalbum_trochanter_aligned,20261819,54,477.1295466365504,0.13959260894304523,0.17302444482234575,0.1850104394966901,0.4525961632050806,0.25112120690986267,0.0054916090209639595,0.004886488984880599,0.00735088730960365,0.9923205224025042,0.029272268161096304
15_mononychus_punctumalbum_trochanter_aligned,20261819,55,475.7202527278146,0.14632114453932596,0.19313139138732002,0.19335536627686453,0.46372435818946695,0.24727380504732932,0.005580510512182364,0.004947463975766051,0.007457848038682521,0.9930898587657166,0.030160283404281563
15_mononychus_punctumalbum_trochanter_aligned,20261819,56,472.94007223887866,0.1434395111544123,0.1907401327014322,0.18843970213132555,0.463099678861959,0.24744021262055305,0.004611446546086716,0.005142373671392675,0.006907202488971027,0.992128135325213,0.027914632047148898
15_mononychus_punctumalbum_trochanter_aligned,20261819,57,473.14604990197506,0.14470186796930445,0.18131945233582847,0.19018088123087093,0.46158253213901856,0.2496410582511138,0.007145097795139525,0.005854219322090669,0.009237115695564695,0.9898202829895026,0.037001588441726144
15_mononychus_punctumalbum_trochanter_aligned,20261819,58,479.5763848512026,0.14706278577297208,0.19089260337870476,0.1959106642976356,0.4728060607518894,0.24511701343200043,0.007639053202491857,0.004763412403808005,0.009002512513695987,0.9934249502711856,0.036727407810855345
15_mononychus_punctumalbum_trochanter_aligned,20261819,59,477.751818062383,0.14643484331809137,0.18942235865617846,0.19433197950805098,0.4675902308121708,0.25301933166859325,0.0050855740859860905,0.00270336715679664,0.0057594494327583125,0.9978943792536501,0.022762882957504945
15_mononychus_punctumalbum_trochanter_aligned,20261819,60,476.23180061356453,0.1415266611629869,0.18620335611125935,0.18722082411243082,0.46786366348119596,0.2501888994738835,0.004698796266227488,0.0038459549380695534,0.006072071782939885,0.9954399269263883,0.02426994880951435
15_mononychus_punctumalbum_trochanter_aligned,20261819,61,475.1822080829543,0.14487220205378679,0.18899282441214574,0.19122414683821753,0.46345837894037073,0.25018727999094825,0.002949928981560627,0.002603793212328553,0.003934694408568421,0.9980176353274839,0.01572699622742922
15_mononychus_punctumalbum_trochanter_aligned,20261819,62,480.3256745511128,0.1436129203754356,0.19004935570876372,0.19161381348218431,0.46504566269441244,0.24986917919288998,0.004511015812718111,0.00638017560708356,0.007813827771317772,0.9878226258385879,0.03127167502833865
15_mononychus_punctumalbum_trochanter_aligned,20261819,63,476.0245356890515,0.14113612510398768,0.18770848239935403,0.18662294005993785,0.4559754473120222,0.24993299880269088,0.0040222783206078595,0.0046456096944153666,0.0061449501479896515,0.9931238425553738,0.02458638986219171
15_mononychus_punctumalbum_trochanter_aligned,20261819,64,476.9441968785179,0.15158204447246099,0.20926595386432237,0.20082271239478247,0.47805354003920497,0.2521884057918001,0.007523506357216594,0.006568767938045511,0.009987585300310235,0.9883442513691212,0.039603665636221655
15_mononychus_punctumalbum_trochanter_aligned,20261819,65,474.3954529849609,0.1420182664266256,0.19261534054213644,0.18714672175999422,0.46279414861188584,0.2514410822260985,0.005492205956611883,0.00559122595972533,0.007837482631722351,0.9906090323448938,0.031170254925465216
15_mononychus_punctumalbum_trochanter_aligned,20261819,66,471.69264388957686,0.14097965162455134,0.1861477050213152,0.1847196239150447,0.4524194791397887,0.24800404148733107,0.00524772601461356,0.004534440880172646,0.006935400667606217,0.9935511299335895,0.027964869548146063
15_mononychus_punctumalbum_trochanter_aligned,20261819,67,480.52342499373526,0.1493675517690776,0.20207686280883524,0.1993739098861284,0.4735234053678511,0.24862147143207827,0.004835680184883418,0.006311767281807293,0.007951239467540085,0.9887184522488512,0.03198130644847507
15_mononychus_punctumalbum_trochanter_aligned,20261819,68,480.1593717405322,0.14537201139026273,0.1894536619814577,0.19389370460501681,0.46583753325276295,0.24918718716118624,0.005040836304357007,0.002773501640133561,0.005753463478214426,0.9977333480953781,0.02308892180115509
15_mononychus_punctumalbum_trochanter_aligned,20261819,69,475.686105901362,0.1386088633526055,0.17155030192412232,0.18315086236559697,0.45044487939068684,0.2471123465607654,0.003475508937516033,0.004352400331365264,0.00556978913597475,0.9938299789602559,0.022539501621401697
15_mononychus_punctumalbum_trochanter_aligned,20261819,70,477.7376545897948,0.14272877049783367,0.18170279584542137,0.18940807794477818,0.46231000362210517,0.2509821801403446,0.0029831253539224674,0.004401722709346456,0.005317348934120398,0.9941938577020726,0.02118616122924358
15_mononychus_punctumalbum_trochanter_aligned,20261819,71,477.9092136012099,0.1502872411936965,0.18834573361744023,0.19951015903659677,0.4672120523406857,0.2482725143157656,0.00312380841835267,0.006019404202829879,0.006781696394827558,0.9901867004923366,0.027315534357549753
15_mononychus_punctumalbum_trochanter_aligned,20261819,72,478.05473058736004,0.14400131471008826,0.18361171319793831,0.19122363807765802,0.4634884362665624,0.2494654548636109,0.002849033451015673,0.0031863417909195895,0.0042743146367069185,0.9969800845681592,0.017133893905445924
15_mononychus_punctumalbum_trochanter_aligned,20261819,73,480.3952859925643,0.14225364136067972,0.18776271616619097,0.18982771868040946,0.4645849376535895,0.25015079745617175,0.005886014500469985,0.003422045034287044,0.006808491677047962,0.9964084966384372,0.02721754935936536
15_mononychus_punctumalbum_trochanter_aligned,20261819,74,479.26660365444883,0.14356397081779967,0.17876358242260276,0.19112615750275905,0.4574917386238405,0.24633891687795148,0.002915884435157454,0.004728386005699238,0.005555179228259502,0.9933445228308476,0.022550960679151695
15_mononychus_punctumalbum_trochanter_aligned,20261819,75,475.55315794523676,0.1382335652943601,0.18603700587911912,0.18260391252711672,0.4578391232946581,0.25004755826343994,0.0038254052198796896,0.0024595504401182396,0.004547869112427115,0.9980415016592034,0.018188016487790153
15_mononychus_punctumalbum_trochanter_aligned,20261819,76,477.63989841393646,0.14074229335075977,0.18160901391656875,0.18673370749611487,0.4580635433285599,0.2477563270339985,0.003590671281477042,0.004843459723613382,0.006029263831172838,0.9927528227445531,0.024335458566696742
15_mononychus_punctumalbum_trochanter_aligned,20261819,77,476.3372275990871,0.1493195955529211,0.18744041833267433,0.19757356158859837,0.46094349107773147,0.2480596479588644,0.005274993048543514,0.00553707783592526,0.007647534414651386,0.9916332481210008,0.030829417350134967
15_mononychus_punctumalbum_trochanter_aligned,20261819,78,477.7589516669698,0.146601242196264,0.17068805950099653,0.1945557105132295,0.45393168124064137,0.25010484301157504,0.004627534735494253,0.006541288393184585,0.008012648224589499,0.9879579360328781,0.03203715741009728
15_mononychus_punctumalbum_trochanter_aligned,20261819,79,474.4070197547256,0.14694988968568082,0.19134327816885682,0.19365016449741532,0.46538857174985265,0.24938909561880107,0.005057124951058452,0.005309540446706493,0.007332512020162669,0.9917399156270176,0.029401895066697863
15_mononychus_punctumalbum_trochanter_aligned,20261819,80,476.82638078462804,0.14458554769859835,0.18041552344621017,0.1915061206191274,0.46482197609051384,0.24797037300462552,0.003947302829855692,0.005885343172274269,0.007086498704298346,0.9901301466671372,0.028578005583619292
15_mononychus_punctumalbum_trochanter_aligned,20261819,81,476.15336606441247,0.1416167281871131,0.18123449936912345,0.18730911615923018,0.45349174452182395,0.24830861171540286,0.007209662965058987,0.0033807268250732867,0.007962948821605803,0.9965022705611263,0.032068758173931074
15_mononychus_punctumalbum_trochanter_aligned,20261819,82,478.9697000893968,0.14832635562157537,0.18561995824984848,0.1973439724094977,0.4674876297551825,0.24799257170636596,0.0034093515330809515,0.003835482964742115,0.005131725581999524,0.9958768677650339,0.020693061677975223
15_mononychus_punctumalbum_trochanter_aligned,20261819,83,476.11415259245774,0.14506910460272782,0.21115097922411316,0.19185959390353988,0.48417055176214496,0.25394472848590915,0.005158389626385498,0.006569952446089182,0.00835303888901966,0.9871539320983782,0.03289313756904055
15_mononychus_punctumalbum_trochanter_aligned,20261819,84,478.9148762648654,0.14766842578664624,0.19923386112749014,0.1964461273995532,0.4747742113850432,0.25108851500326945,0.004105440811101716,0.0054977449205975675,0.006861475312599747,0.9914312942000293,0.02732691820854651
15_mononychus_punctumalbum_trochanter_aligned,20261819,85,480.9859751802461,0.1424298308498448,0.18392580872612155,0.19029653079463918,0.4571754164848212,0.2445575863167257,0.006420286686914425,0.004291797500345549,0.007722668381210146,0.9944501406159049,0.0315781182564034
15_mononychus_punctumalbum_trochanter_aligned,20261819,86,479.5415345582481,0.14729451743299576,0.1893476220423499,0.19620510811620948,0.46526212117183363,0.2456135664728626,0.004235168684522907,0.005197253376023498,0.006704334153437697,0.9925108494959759,0.027296269704134794
15_mononychus_punctumalbum_trochanter_aligned,20261819,87,479.5466898196643,0.14331553944911002,0.19423780820083675,0.19090692372927842,0.4706858102642128,0.24719931040940338,0.006088012753894342,0.0036883465786759703,0.007118131761635979,0.9959233376654831,0.02879511172521947
15_mononychus_punctumalbum_trochanter_aligned,20261819,88,478.2829870954144,0.1398290645612787,0.1647416583606461,0.18577184078090536,0.4526353131484748,0.2482625736660919,0.006033400814318385,0.005484239674181851,0.008153453881030302,0.9903457800491889,0.03284205815088557
15_mononychus_punctumalbum_trochanter_aligned,20261819,89,472.3800437851998,0.1449463671604688,0.18885875060412755,0.19019380907157749,0.4648937774777537,0.24955871462266188,0.004476312175654575,0.004746396709413249,0.0065242357726435895,0.9934188558588086,0.026143089342755967
15_mononychus_punctumalbum_trochanter_aligned,20261819,90,479.23444957434623,0.14196566785049494,0.19354909352314698,0.18898566302996223,0.47363496875440525,0.24693157186283135,0.0024614579442775366,0.003059114151208668,0.003926442996093559,0.9971421563360536,0.015900935495906002
15_mononychus_punctumalbum_trochanter_aligned,20261819,91,472.6476261192302,0.14493022165528102,0.19223531780842598,0.19028034782861786,0.4707435801926867,0.25081351581903344,0.003973357826503155,0.005944647329353191,0.00715027302190762,0.989780783967698,0.028508324196797566
15_mononychus_punctumalbum_trochanter_aligned,20261819,92,476.3507638577949,0.14183587677628196,0.17461858450246848,0.18767674512450552,0.4523418527154552,0.24735444422592678,0.00417310598296833,0.005347692861681752,0.006783261198565777,0.9915124175315327,0.027423243676875812
15_mononychus_punctumalbum_trochanter_aligned,20261819,93,477.9757616148278,0.1387228398855817,0.18063869360812418,0.18418376402134087,0.45929133306302855,0.25082285987024183,0.004623387920119688,0.004500380517041584,0.006452064836784906,0.9935160978848312,0.025723591701819967
15_mononychus_punctumalbum_trochanter_aligned,20261819,94,479.71532180340654,0.14968968356251927,0.20599858143800692,0.19946787422456674,0.4765570344032022,0.24995215689692077,0.0056999911760182535,0.0037347847476375817,0.00681458116965909,0.9961817422130128,0.027263542168469445
15_mononychus_punctumalbum_trochanter_aligned,20261819,95,474.32186135547784,0.147188941289788,0.18865445416005644,0.19393036834309552,0.4545191957710009,0.24892256280909605,0.005246490885562639,0.004912842496314503,0.007187606556141318,0.9933138982190043,0.02887486965837502
15_mononychus_punctumalbum_trochanter_aligned,20261819,96,476.92338275260846,0.14508506839564375,0.18734793642050504,0.1922068377948444,0.46567746322224063,0.2529431608886824,0.004507107530352616,0.004260627689075592,0.006202174344137617,0.994726910865896,0.024520031782425334
15_mononychus_punctumalbum_trochanter_aligned,20261819,97,472.41229361925764,0.14579669566164163,0.1930847543445445,0.19132264277673608,0.4652635782037871,0.25183520243858276,0.006976514359175723,0.005011283258527894,0.008589802820844435,0.9927477895242869,0.034108824888924354
15_mononychus_punctumalbum_trochanter_aligned,20261819,98,479.22461481060367,0.14492536392848532,0.20719334249584573,0.19292167140254146,0.4830420631608821,0.2504151507102227,0.0035079996539041634,0.004211167714213957,0.005480875394408248,0.9948926079236448,0.021887155704690762
15_mononychus_punctumalbum_trochanter_aligned,20261819,99,476.38785511684864,0.14552906988690137,0.2062362153016961,0.19257855961269696,0.47648883507068834,0.24966068955600054,0.0048366852834746486,0.004923111910391198,0.00690148936198673,0.9929496049224611,0.027643476328854246
15_mononychus_punctumalbum_trochanter_aligned,20261819,100,477.88860557845743,0.14692034093414932,0.18853776160189076,0.19503210238925606,0.4661603025713729,0.25221538188603676,0.005365313539186356,0.005380226595042085,0.007598251613876354,0.9915879303613041,0.030126043689554252
15_mononychus_punctumalbum_trochanter_aligned,20261819,101,477.21057617339886,0.1350007568123846,0.19083766140365266,0.17895496928411936,0.46717795127669604,0.24692425939170812,0.007290993591873352,0.004975099632959296,0.008826675700092868,0.9919139871280827,0.03574649053048562
15_mononychus_punctumalbum_trochanter_aligned,20261819,102,477.4533310211076,0.1416026862872243,0.1803361197625795,0.18780187291492267,0.4570281561387162,0.24606899312653133,0.0035040131643702425,0.006649043565142249,0.007515842506814495,0.9863489471364121,0.03054363904740232
15_mononychus_punctumalbum_trochanter_aligned,20261819,103,475.3741209734548,0.14677310668334084,0.19488331555728058,0.1938114904781563,0.47313045938584425,0.24780097038053092,0.006878675402053458,0.0043022034155104,0.008113268731851852,0.9947025141988901,0.03274106925163716
15_mononychus_punctumalbum_trochanter_aligned,20261819,104,474.5128870253164,0.13997970423912007,0.1902198629660238,0.1845060377318188,0.4606088595998378,0.25058231851537366,0.003724539062007365,0.0058053926823342684,0.006897447021943629,0.9894472436980543,0.02752567325104568
15_mononychus_punctumalbum_trochanter_aligned,20261819,105,477.52285513595524,0.14350297111730317,0.1899615262851232,0.1903498569122976,0.4597622543583228,0.25257974365904695,0.004168956748840274,0.0025112368377671113,0.004866878961825473,0.9981140565671492,0.019268682798234165
15_mononychus_punctumalbum_trochanter_aligned,20261819,106,479.0516990006423,0.1478936528527313,0.1905136148057858,0.196801960195867,0.4618201841873179,0.2503603534436941,0.004691042770151639,0.0030369826281262126,0.005588304372073179,0.9974035131617586,0.022321043628539153
15_mononychus_punctumalbum_trochanter_aligned,20261819,107,477.6635228284695,0.14094839278042262,0.19071404155521776,0.18701640509029857,0.46676725242574724,0.24847663068521314,0.004156899057842287,0.005608864722672476,0.006981344659471396,0.9903201919939727,0.028096584536820415
15_mononychus_punctumalbum_trochanter_aligned,20261819,108,476.6887989091964,0.14509258591979887,0.18849203016944796,0.19212225142427306,0.46567746322224063,0.24937753095871112,0.0042496411881162936,0.004495407382845395,0.0061861246160641896,0.99423000250609,0.024806262987215204
