specimen_id,source_file,n_points,units,robust_fit_success,robust_fit_message,robust_candidate_count,robust_nfev,second_best_cost_ratio,near_optimal_solution_count,near_optimal_angle_range_deg,near_optimal_pitch_range,near_optimal_axis_max_separation_deg,signed_winding_angle_deg,abs_winding_angle_deg,n_turns_abs,fitted_pitch_360,endpoint_equivalent_pitch_new_axis,endpoint_axial_span_new_axis,fitted_axial_span,fit_radius,radial_rms,axial_rms,helix_rms,axis_x,axis_y,axis_z,axis_point_x,axis_point_y,axis_point_z,axial_angle_r_squared,radius_cv,angular_backtracking_fraction,trajectory_length,start_end_dist,helix_rms_relative_to_radius,quality_class,quality_warnings,analysis_set_all,analysis_set_primary_adequate,analysis_set_definition,ported_legacy_abs_winding_angle_deg,ported_legacy_axial_span,ported_legacy_fit_radius,ported_legacy_radial_rms,released_abs_winding_angle_deg,released_axial_span,released_endpoint_equivalent_pitch_360,released_fit_radius,released_radial_rms,ported_minus_released_angle_deg,ported_minus_released_axial_span,ported_minus_released_radius,ported_minus_released_rms,robust_minus_released_angle_deg,robust_minus_released_pitch_360,robust_minus_released_radius,uncertainty_interpretation,bootstrap_requested,bootstrap_successful,bootstrap_block_length,abs_winding_angle_deg_ci_low,abs_winding_angle_deg_ci_high,abs_winding_angle_deg_bootstrap_sd,fitted_pitch_360_ci_low,fitted_pitch_360_ci_high,fitted_pitch_360_bootstrap_sd,endpoint_axial_span_ci_low,endpoint_axial_span_ci_high,endpoint_axial_span_bootstrap_sd,fitted_axial_span_ci_low,fitted_axial_span_ci_high,fitted_axial_span_bootstrap_sd,radius_ci_low,radius_ci_high,radius_bootstrap_sd,helix_rms_ci_low,helix_rms_ci_high,helix_rms_bootstrap_sd
15_mononychus_punctumalbum_trochanter_aligned,15_mononychus_punctumalbum_trochanter_aligned.csv,58,mm,True,`ftol` termination condition is satisfied.,4,8,1.0000000000000044,2,2.802312906169391e-07,1.2107223557045188e-10,0.0,-476.69625313751453,476.69625313751453,1.3241562587153182,0.14340747885398436,0.12881583161836827,0.17057228965908092,0.18989391067108805,0.2497502517488509,0.008399268165569376,0.0055912552149729984,0.010090086253155115,-0.544132872322623,0.8187515846144658,-0.18320824203412195,-0.016501049454801717,-0.04382548549286073,-0.14109148536960173,0.9902804718578664,0.03355799384126636,0.0,2.1014120805550935,0.44121054351373695,0.04040070503433052,good,,True,True,main: helix_rms/fit_radius <= 0.10,480.5461404973557,0.1301280757482815,0.24728540387716424,0.002715556075961167,480.54614,0.130128,0.09748508228575097,0.247285,0.002716,4.973556997356354e-07,7.574828150835877e-08,4.038771642400629e-07,-4.4392403883300804e-07,-3.849886862485448,0.045922396568233395,0.0024652517488508996,conditional moving-block residual bootstrap; excludes manual tracing repeatability,200,200,8,472.37803063086983,480.98689261934874,2.2715517243727374,0.13675891947733987,0.14969535737678447,0.0035412275816812896,0.1694441267551422,0.20721837121398265,0.008477238584229004,0.1812604994674605,0.19933029189070564,0.004779944065628563,0.24511066792139533,0.2534569205132169,0.002142215260971697,0.004273610074930714,0.00928381393929582,0.0012434781893237443
240_anthribus_nebulosus_trochanter_aligned,240_anthribus_nebulosus_trochanter_aligned.csv,34,mm,True,`ftol` termination condition is satisfied.,4,9,1.0,2,4.3577642827585805e-08,4.2027514801645793e-10,0.0,-420.28711770715125,420.28711770715125,1.1674642158531978,0.1374818170873044,0.14584068390411617,0.17026377967361309,0.16050510177990263,0.24699321504339247,0.017007437895346145,0.008896041487123996,0.019193553550728628,-0.6665512161874995,0.6672020561591793,-0.3324919434451439,0.002784351856798914,0.005847871142607526,-0.16373530992823884,0.9683914027749956,0.0700441330273572,0.0,1.8202271746624077,0.2973332352579701,0.07770882915693311,good,,True,True,main: helix_rms/fit_radius <= 0.10,419.37321083382227,0.1955985448148045,0.24185788000523872,0.010588558773994108,419.373211,0.195599,0.16790686231982518,0.241858,0.010589,-1.6617775600025197e-07,-4.551851955081343e-07,-1.1999476126622888e-07,-4.4122600589141525e-07,0.9139067071512272,-0.030425045232520792,0.005135215043392483,conditional moving-block residual bootstrap; excludes manual tracing repeatability,200,200,6,413.8472168996317,429.5118131852093,3.458812997114744,0.12263021213238294,0.15264422278208892,0.008582150936840716,0.14029736329716005,0.18148461968270546,0.01102415583288027,0.14231653193925228,0.17889252526053567,0.010668999212747611,0.24192376351517572,0.2539271322366918,0.0027555309870216835,0.006498629673198089,0.01834491490255088,0.0034191399326213125
300_phaenomerus_foveipennis_trochanter_aligned,300_phaenomerus_foveipennis_trochanter_aligned.csv,52,mm,True,`ftol` termination condition is satisfied.,4,9,1.000000000000001,2,1.3079954896966228e-08,2.032785051397923e-11,0.0,-470.5991803889699,470.5991803889699,1.3072199455249165,0.15646584116622725,0.17592215755558102,0.22996895321643238,0.2045352683658258,0.252700686784413,0.0043921002455282,0.0064491764290210045,0.0078027188325229995,-0.5710923238433118,0.8179756375065524,-0.0690609447734043,0.0019389140842446147,0.006310530567506294,-0.13389469052546477,0.9897542039831321,0.017551726447208416,0.0,2.0929433481280975,0.47675485438783943,0.0308773154984725,good,,True,True,main: helix_rms/fit_radius <= 0.10,469.03617904992274,0.24706234039329938,0.25264792608373987,0.003587712222931581,469.036179,0.247062,0.18962784531809004,0.252648,0.003588,4.992273261450464e-08,3.403932993806258e-07,-7.391626011266084e-08,-2.8777706841901646e-07,1.5630013889698944,-0.033162004151862795,5.268678441300301e-05,conditional moving-block residual bootstrap; excludes manual tracing repeatability,200,200,7,468.4511654907855,472.78560157151225,1.132398860936149,0.1487314526928928,0.1633792989791266,0.003756927385870086,0.18521927479876435,0.22375590624440356,0.009060872426543094,0.1940168909284343,0.21397905551298124,0.005045075608188267,0.2511930928393469,0.2543719992580044,0.0007932858512672581,0.003532028704530169,0.00826737268853477,0.0012346278954593047
301_scobinoides_dentatus_trochanter_aligned,301_scobinoides_dentatus_trochanter_aligned.csv,43,mm,True,`ftol` termination condition is satisfied.,4,8,1.0000000000000002,2,2.9955117497593164e-08,5.766734312295796e-12,0.0,-485.7822171491914,485.7822171491914,1.3493950476366428,0.11557140351142042,0.14233769402220803,0.1920697794055873,0.15595147954672683,0.22093148710823057,0.015518399049895281,0.009697892867357128,0.018299449039206807,-0.5156039943715333,0.8459855887913844,-0.1358709113291526,-0.0343003517758012,-0.013169398433636613,-0.2037362458386503,0.9602291563936866,0.06853637583052226,0.0,1.9571152406228105,0.4823676438249196,0.08282861478337951,good,,True,True,main: helix_rms/fit_radius <= 0.10,478.3104428195429,0.28197876849824555,0.22121746060125425,0.011248570939549262,478.310443,0.281979,0.21223128511120548,0.221217,0.011249,-1.8045710703518125e-07,-2.3150175443298338e-07,4.6060125424851606e-07,-4.290604507378726e-07,7.47177414919139,-0.09665988159978506,-0.00028551289176942385,conditional moving-block residual bootstrap; excludes manual tracing repeatability,200,200,7,473.14722814815974,495.72222016274685,4.652573384783042,0.10618930839476184,0.12363173364701883,0.004219300776830029,0.1251960605016589,0.18207027071235463,0.01380894473850628,0.14381792517809427,0.16831279176579744,0.005916142671016094,0.21661504001206158,0.22566674546613052,0.0019886428213444366,0.007457274473472922,0.019351141655196323,0.0031386315986358074
302_trochanter_aligned,302_trochanter_aligned.csv,34,mm,True,`ftol` termination condition is satisfied.,4,10,1.0000000000000009,3,1.6161817484316998e-07,2.611913463290705e-10,0.0,-453.1070244260772,453.1070244260772,1.25863062340577,0.19878347058779736,0.17509512571094915,0.22038008722888358,0.250194963508682,0.22692344967740827,0.01471862951711292,0.008128606275554501,0.016814050518688586,-0.631008389036111,0.7722126189151545,-0.0742703450527236,-0.028769527958359416,0.07811850924799636,-0.21414025426140448,0.9881678784315309,0.06556082476540728,0.0,1.8271001906860582,0.3874821551065783,0.07409569413205751,good,,True,True,main: helix_rms/fit_radius <= 0.10,461.64976236656014,0.1823227596632337,0.22170786010589097,0.006981961526906844,461.649762,0.182323,0.14217765371662858,0.221708,0.006982,3.665601298052934e-07,-2.4033676632173595e-07,-1.3989410901915633e-07,-3.847309315661157e-08,-8.542737573922807,0.05660581687116878,0.005215449677408279,conditional moving-block residual bootstrap; excludes manual tracing repeatability,200,200,6,443.15069340673955,459.34380292860976,4.052750914856426,0.1873217875180384,0.21206590785866797,0.006678852805573284,0.2284327405775716,0.2691906982493469,0.010719263824065167,0.23539392788120142,0.2663957608073711,0.008414170474915173,0.21803382438885524,0.23388640692392765,0.0036346716853159385,0.006776065583861889,0.014653278641544911,0.001972394451766713
303_perapion_curtirostre_trochanter_aligned,303_perapion_curtirostre_trochanter_aligned.csv,16,mm,True,`ftol` termination condition is satisfied.,4,12,1.0000000000000269,3,6.8374227168988e-06,3.9341200186449043e-08,3.7215130446689415e-06,-226.67857257155282,226.67857257155282,0.6296627015876467,0.29236837680669253,0.2921684143496094,0.183967553097954,0.1840934619988971,0.15031325014770686,0.007102609849646163,0.0019851656140735777,0.007374818587029156,-0.5948150430255601,0.8037479286674813,0.013576883045618738,-0.05049108874993232,0.1727277393942112,-0.3568331665082583,0.9987666728675572,0.048394262066939,0.0,0.6257791567492376,0.34890646496268457,0.04906299730584107,caution,few_points,True,True,main: helix_rms/fit_radius <= 0.10,40.71811992676054,0.20131310383144102,0.4100233817129252,0.0011334348294305692,40.71812,0.201313,1.7798631174523774,0.410023,0.001133,-7.323946249471192e-08,1.0383144102843467e-07,3.817129251570961e-07,4.348294305692602e-07,185.96045257155282,-1.4874947406456849,-0.25970974985229317,conditional moving-block residual bootstrap; excludes manual tracing repeatability,200,200,4,219.9122662162042,234.62344064615039,3.874488433086868,0.2616910456634745,0.3146886623592603,0.013976897304853292,0.16217932203235122,0.2007456930000581,0.009620471500781073,0.16297861452007692,0.20025387987815657,0.009859045216068691,0.14524572997659804,0.15500124760701725,0.00256668913227686,0.002556229451523071,0.007513857321114122,0.0014239320336179831
304_merynchites_trochanter_aligned,304_merynchites_trochanter_aligned.csv,25,mm,True,`ftol` termination condition is satisfied.,4,52,1.0000000000000067,3,4.615031201637976e-06,3.2200982713614934e-08,2.9575586669421963e-06,-230.7516420599316,230.7516420599316,0.64097678349981,0.433927382076121,0.4006202282567955,0.2567882653130005,0.27813737763564517,0.2784392116030676,0.0087018608019624,0.007679390961809461,0.011605835901004748,-0.39696630708317854,0.9157355212782944,-0.06201778865707872,0.0019825895174718916,-0.06938662836976278,-0.18113450739115378,0.991372685879238,0.031909707741851596,0.0,1.1587463869699048,0.5647963718014628,0.041681758234359566,good,,True,True,main: helix_rms/fit_radius <= 0.10,234.68806246547237,0.30172834891027805,0.2676182857025416,0.0012336506204513498,234.688062,0.301728,0.46283598353630784,0.267618,0.001234,4.6547236820515536e-07,3.489102780585007e-07,2.857025415692327e-07,-3.49379548650287e-07,-3.93641994006839,-0.02890860146018681,0.010821211603067593,conditional moving-block residual bootstrap; excludes manual tracing repeatability,200,200,5,221.18685710690875,239.12301762751193,4.178933910126107,0.33509344445929556,0.49991473065511643,0.04326114962914803,0.21004004515288613,0.3226176515862235,0.030066879641656923,0.2062781654131633,0.33015827337856585,0.031223384068612584,0.2678352388190556,0.2916900716098778,0.005839619394356731,0.004516883722011797,0.011381208546925954,0.0018915260892496113
305_euplatypus_paralellus_trochanter_aligned,305_euplatypus_paralellus_trochanter_aligned.csv,31,mm,True,`ftol` termination condition is satisfied.,4,9,1.0000000000000082,2,1.0040884035333875e-07,5.945548928187883e-09,0.0,-306.7688165191817,306.7688165191817,0.8521356014421714,0.07311486490149456,0.07162071813245001,0.061030563721515524,0.06230377937719818,0.24662283128695964,0.004661107421557297,0.004052250950766416,0.0061762982573126965,-0.5489015883209829,0.7921622523743692,-0.2668070693438774,-0.03658117350310963,-0.08092741024396664,-0.11297212395431257,0.9514739246625039,0.01921546084476945,0.0,1.325274935641756,0.2260950415582087,0.025043497494058948,good,,True,True,main: helix_rms/fit_radius <= 0.10,311.1956502263629,0.10677966186241446,0.23992950362843943,0.0033752228613734294,311.19565,0.10678,0.12352614826074851,0.23993,0.003375,2.2636288576904917e-07,-3.38137585542686e-07,-4.963715605765806e-07,2.2286137342942408e-07,-4.4268334808182885,-0.05041128335925395,0.006692831286959633,conditional moving-block residual bootstrap; excludes manual tracing repeatability,200,200,6,304.6208018765381,309.1190594948223,1.1749072992567249,0.05382181311428386,0.0921398528042048,0.009310351696365425,0.04548495108286918,0.08010031933486281,0.008081067845873209,0.046083757306869894,0.07857942848204152,0.007846014185395845,0.24495713678277933,0.24818259786609242,0.0008245026414507857,0.002327655101724844,0.006175398574914384,0.0011128966217352234
306_proterhinus_trochanter_aligned,306_proterhinus_trochanter_aligned.csv,10,mm,True,`ftol` termination condition is satisfied.,4,8,1.0000000000000253,2,6.77643186008936e-08,1.1317163234325633e-08,0.0,-112.62352303848971,112.62352303848971,0.3128431195513603,0.062373208401379165,0.06222906399505377,0.019467934506973858,0.019513029092714573,0.2074142217102753,0.0018176903085952612,0.0009005054808296901,0.0020285236451580793,-0.48106750058025355,0.8581692697497121,-0.17921931911128827,-0.02798249223033366,-0.05900959178092915,-0.12181096327918359,0.9799584307025679,0.00921966638361294,0.0,0.40764914386791906,0.346934149869005,0.009780060539877561,limited_identifiability,few_points|angular_coverage_below_180_deg,True,True,main: helix_rms/fit_radius <= 0.10,94.86626076222828,0.05893635837926323,0.23227176637004354,0.0005961470353408337,94.866261,0.058936,0.22365127260575815,0.232272,0.000596,-2.3777171520578122e-07,3.583792632308458e-07,-2.336299564642541e-07,1.4703534083370436e-07,17.757262038489714,-0.16127806420437898,-0.024857778289724713,conditional moving-block residual bootstrap; excludes manual tracing repeatability,200,200,3,110.14552096325995,116.63160126791838,1.6064763646438727,0.003119334428787851,0.1741494514184008,0.046035900607203736,0.0010678293734523578,0.05679087561162503,0.01477025267537414,0.0009750867949943086,0.05677460413979485,0.014728641689640663,0.19940635611020843,0.21149040850952247,0.0027893009417549706,0.0006320534235929045,0.0019726967799036333,0.00037847440264246647
307_trochanter_aligned,307_trochanter_aligned.csv,37,mm,True,`ftol` termination condition is satisfied.,4,12,1.000000000000018,2,9.852251423581038e-07,1.777549343828788e-08,1.4787793334710982e-06,-343.1865128396145,343.1865128396145,0.9532958689989293,0.2013148482070663,0.190053531524507,0.1811772464909703,0.19191261316394279,0.2727086185878167,0.008075503779748066,0.013626343708881912,0.015839539266320556,-0.4765797123405421,0.8605791113675197,-0.17965347439806534,-0.002686858763960791,-0.08989019999875991,-0.1566656504451509,0.946359073931809,0.029978223941192345,0.0,1.6604373671886303,0.1989899249164521,0.05808228338489405,good,,True,True,main: helix_rms/fit_radius <= 0.10,340.9471185798277,0.17727118722021504,0.2720714344069286,0.005890704853950983,340.947119,0.177271,0.187177296547269,0.272071,0.005891,-4.201722845209588e-07,1.8722021502548536e-07,4.344069285955321e-07,-2.9514604901748065e-07,2.239393839614536,0.014137551659797298,0.0006376185878166907,conditional moving-block residual bootstrap; excludes manual tracing repeatability,200,200,6,339.3309971311127,346.778019936507,2.0369235762545856,0.15926616116479264,0.24649292826139974,0.02229548839822883,0.1556120049659377,0.22819424886280215,0.019604199602697454,0.1524024132060589,0.237138769858547,0.02158093726349672,0.2688358494643959,0.2769668272771892,0.002138025812185665,0.008221723070952841,0.015381118668572351,0.001983171502937858
