trait,n,intercept,slope,std_error,t_value,p_value,r_squared,adj_r_squared,lambda,logLik,AIC,model_fit_strategy,p_value_adjusted
PC1,14,0.44448874764888,-0.0783259841116599,0.0970152836414077,-0.807357162415481,0.435172226186647,0.0515202792818346,-0.0275196974446792,1,14.408663058086,-24.8173261161719,lambda_fixed_1,0.435172226186647
PC2,14,1.09195926131566,-0.205282067298657,0.0700156232269235,-2.93194658331226,0.0125584814558439,0.417371385801967,0.368819001285464,1,18.9747647843225,-33.949529568645,lambda_fixed_1,0.0376754443675318
abs_winding_angle_deg,14,-358.830886858887,130.193006819651,80.0091338990616,1.62722679867902,0.129643342644888,0.18076809712406,0.112498771884398,1,-79.4914991229789,162.982998245958,lambda_fixed_1,0.259286685289777
