trait,n,intercept,slope,std_error,t_value,p_value,r_squared,adj_r_squared,lambda,logLik,AIC,model_fit_strategy,p_value_adjusted
PC1,12,0.434148186930666,-0.0756767590223734,0.110467812711655,-0.685057096404239,0.508875070852462,0.044826595928388,-0.0506907444787733,1,12.8695190678995,-21.739038135799,lambda_fixed_1,0.668863016895909
PC2,12,1.58075930616196,-0.296296976127259,0.0605193769237267,-4.89590262141472,0.000626928081375988,0.705621416443302,0.676183558087632,1,20.0906462362047,-36.1812924724094,lambda_fixed_1,0.00188078424412796
abs_winding_angle_deg,12,68.667224609846,65.1018471044626,64.195116848951,1.01412459856791,0.334431508447955,0.0932541583375992,0.00257957417135914,1e-06,-65.3836831232916,134.767366246583,lambda_ML,0.668863016895909
