trait,model_type,n,estimate,std_error,t_value,p_value,r_squared,adj_r_squared,f_statistic,df_model,df_residual,response_transform,p_value_adjusted,significance_raw,significance_adjusted,p_adjust_method,trait_group
PC1,lm,68,-0.0961773969661579,0.0383654160757798,-2.50687746422943,0.014650567475296,0.0869403579573005,0.0731061209566536,6.28443462066138,1,66,none,0.058602269901184,*,ns,holm,shape_PC
PC2,lm,68,-0.123905898631996,0.02453030459587,-5.05113575527541,3.70274000538217e-06,0.278798654937872,0.26787136183087,25.5139724182217,1,66,none,1.85137000269109e-05,***,***,holm,shape_PC
PC3,lm,68,-0.0323706497174248,0.0229901492966632,-1.40802259697039,0.16381737585637,0.0291623112965867,0.014452649346535,1.98252763357925,1,66,none,0.49145212756911,ns,ns,holm,shape_PC
PC4,lm,68,0.00697668808947007,0.0198103587881625,0.352173737188391,0.725830027985511,0.00187566226722685,-0.0132474337590274,0.124026341165238,1,66,none,1,ns,ns,holm,shape_PC
PC5,lm,68,-0.0106745916056801,0.0175819209596015,-0.60713454634493,0.545844749193466,0.00555401633803413,-0.00951334705078355,0.368612357365462,1,66,none,1,ns,ns,holm,shape_PC
