specimen,bbox_diag_units,bbox_diag_um,mean_3d_thickness_vox,median_3d_thickness_vox,p10_3d_thickness_vox,p25_3d_thickness_vox,p75_3d_thickness_vox,p90_3d_thickness_vox,max_3d_thickness_vox,mean_3d_thickness_um,median_3d_thickness_um,p10_3d_thickness_um,p25_3d_thickness_um,p75_3d_thickness_um,p90_3d_thickness_um,max_3d_thickness_um,voxel_size_um,analysis_scale,effective_analysis_voxel_size_um,foreground_voxels_retained,connected_components_6n,fraction_removed_outside_largest_component,touches_original_stack_boundary,original_stack_shape_zyx,analysis_crop_start_zyx,analysis_crop_stop_zyx,analysis_crop_shape_zyx,obj_file,tif_file,thickness_definition,analysis_domain,runtime_seconds
Oxystoma,390.114085877452,475.9391847704914,16.92051887512207,17.88780403137207,10.332238960266114,14.699289321899414,19.528660774230957,21.212522888183592,27.840818405151367,20.643033981323242,21.823120918273926,12.605331531524659,17.933132972717285,23.824966144561767,25.87927792358398,33.965797424316406,1.22,0.75,1.6266666666666667,672503,1,0.0,False,439x565x461,141x140x143,342x426x331,151x214x141,Oxystoma.obj,Oxystoma.tif,diameter_of_largest_inscribed_sphere_containing_voxel,complete_3d_coxa_mask_after_foreground_crop,4.269221782684326
Paramechoris_hirtus,671.0968633513347,818.7381732886283,21.324951171875,21.060956954956055,12.494189643859864,17.501739501953125,25.21852397918701,30.848347091674803,35.477691650390625,26.016441345214844,25.694367485046385,15.242911365509034,21.35212219238281,30.766599254608153,37.63498345184326,43.28278350830078,1.22,0.75,1.6266666666666667,339647,2,5.88843188109589e-06,False,705x637x793,284x337x93,506x511x277,166x130x138,Paramechoris_hirtus.obj,Paramechoris_hirtus.tif,diameter_of_largest_inscribed_sphere_containing_voxel,complete_3d_coxa_mask_after_foreground_crop,12.200413465499878
Parethelcus_pollinarius,661.8836755805359,807.4980842082538,25.560287475585938,27.449316024780273,12.216988563537598,21.202865600585938,31.323820114135742,34.254085540771484,38.45921325683594,31.183551788330078,33.48816555023193,14.904726047515869,25.867496032714843,38.215060539245606,41.78998435974121,46.92024230957031,1.22,0.75,1.6266666666666667,2423011,7,6.603310652386618e-06,False,534x720x625,108x198x215,393x687x571,214x367x267,Parethelcus_pollinarius.obj,Parethelcus_pollinarius.tif,diameter_of_largest_inscribed_sphere_containing_voxel,complete_3d_coxa_mask_after_foreground_crop,21.518798351287842
Perapion_curtirostre,250.0679907545146,305.08294872050783,13.234139442443848,13.589839935302734,9.18975477218628,11.787050008773804,14.577113151550293,15.962170600891113,21.499353408813477,16.14565086364746,16.579604721069334,11.211500822067261,14.38020101070404,17.784078044891356,19.47384813308716,26.229211807250977,1.22,0.75,1.6266666666666667,232560,1,0.0,False,295x322x356,40x134x110,202x271x255,122x103x109,Perapion_curtirostre.obj,Perapion_curtirostre.tif,diameter_of_largest_inscribed_sphere_containing_voxel,complete_3d_coxa_mask_after_foreground_crop,1.1346218585968018
Phaenomerus_foveipennis,414.6950686950594,505.92798380797245,17.25636100769043,17.79665756225586,6.263141632080078,11.172645092010498,22.32246685028076,28.02803478240967,32.55081558227539,21.05276107788086,21.711922225952147,7.641032791137695,13.630627012252807,27.23340955734253,34.1942024345398,39.71199417114258,1.22,0.75,1.6266666666666667,654394,1,0.0,False,673x565x488,159x122x74,360x409x306,151x215x174,Phaenomerus_foveipennis.obj,Phaenomerus_foveipennis.tif,diameter_of_largest_inscribed_sphere_containing_voxel,complete_3d_coxa_mask_after_foreground_crop,5.913041591644287
Phyllobius,565.9151879919817,690.4165293502177,16.002704620361328,17.125520706176758,8.78235912322998,12.81926441192627,19.531749725341797,21.144742965698242,27.19477081298828,19.523300170898438,20.893135261535644,10.714478130340575,15.63950258255005,23.828734664916993,25.796586418151854,33.17761993408203,1.22,0.75,1.6266666666666667,1341093,3,1.4913186612286466e-06,False,636x761x600,317x66x206,585x478x500,201x309x220,Phyllobius.obj,Phyllobius.tif,diameter_of_largest_inscribed_sphere_containing_voxel,complete_3d_coxa_mask_after_foreground_crop,13.018691778182983
Polydrusus_marginatus,569.2196412633704,694.4479623413118,20.36347770690918,22.110315322875977,9.227189540863037,15.277813911437988,26.245120525360107,28.280335426330566,31.6649112701416,24.843442916870117,26.974584693908692,11.257171239852905,18.638932971954347,32.01904704093933,34.50200922012329,38.63119125366211,1.22,0.75,1.6266666666666667,1610916,1,0.0,False,640x615x862,187x140x258,472x437x661,214x223x302,Polydrusus_marginatus.obj,Polydrusus_marginatus.tif,diameter_of_largest_inscribed_sphere_containing_voxel,complete_3d_coxa_mask_after_foreground_crop,14.45836091041565
Protapion,353.6467163710134,431.44899397263634,14.734840393066406,14.36043930053711,10.628079414367676,13.18799877166748,15.811865329742432,18.62693977355957,26.799667358398438,17.976505279541016,17.519735946655274,12.966256885528564,16.089358501434326,19.290475702285764,22.724866523742676,32.695594787597656,1.22,0.75,1.6266666666666667,519079,1,0.0,False,406x434x420,158x88x78,322x357x253,123x202x131,Protapion.obj,Protapion.tif,diameter_of_largest_inscribed_sphere_containing_voxel,complete_3d_coxa_mask_after_foreground_crop,3.0783567428588867
Proterhinus,220.50170067371363,269.01207482193064,10.97238540649414,10.29965877532959,5.96284818649292,7.8104424476623535,13.533401012420654,16.91923294067383,20.30872917175293,13.386310577392578,12.5655837059021,7.274674787521362,9.528739786148071,16.5107492351532,20.64146418762207,24.776649475097656,1.22,0.75,1.6266666666666667,101403,1,0.0,False,363x344x455,163x182x161,268x280x337,79x74x132,Proterhinus.obj,Proterhinus.tif,diameter_of_largest_inscribed_sphere_containing_voxel,complete_3d_coxa_mask_after_foreground_crop,0.7153189182281494
Rhinusa_tetra,598.8163324425947,730.5559255799654,14.689763069152832,15.14017105102539,9.583913803100586,13.010056495666504,16.59915828704834,17.997553062438964,27.584213256835938,17.921510696411133,18.471008682250975,11.692374839782715,15.872268924713135,20.250973110198974,21.957014736175537,33.652740478515625,1.22,0.75,1.6266666666666667,1456210,4,1.991431351588968e-05,False,458x634x474,109x72x81,397x506x390,216x326x232,Rhinusa_tetra.obj,Rhinusa_tetra.tif,diameter_of_largest_inscribed_sphere_containing_voxel,complete_3d_coxa_mask_after_foreground_crop,13.983591318130493
Rynchites_cupreus,728.1009545385859,888.2831645370749,21.148578643798828,21.33333396911621,12.123331642150879,17.476741790771484,24.13995933532715,28.361364746093763,44.780948638916016,25.801265716552734,26.026667442321777,14.790464603424072,21.32162498474121,29.45075038909912,34.60086499023439,54.63275909423828,1.22,0.75,1.6266666666666667,2915829,3,1.3718206769430807e-06,False,784x832x846,171x244x272,538x659x755,275x311x362,Rynchites_cupreus.obj,Rynchites_cupreus.tif,diameter_of_largest_inscribed_sphere_containing_voxel,complete_3d_coxa_mask_after_foreground_crop,36.77279806137085
Scobinoides_dentatus,158.4613517549311,193.32284914101592,5.575127124786377,5.884667873382568,4.039181709289551,4.771512508392334,6.231679439544678,7.0818939208984375,8.0,6.801655292510986,7.179294805526733,4.927801685333252,5.821245260238648,7.602648916244506,8.639910583496093,9.760000228881836,1.22,0.75,1.6266666666666667,29324,1,0.0,False,331x196x182,107x37x47,226x127x118,89x68x53,Scobinoides_dentatus.obj,Scobinoides_dentatus.tif,diameter_of_largest_inscribed_sphere_containing_voxel,complete_3d_coxa_mask_after_foreground_crop,0.34067392349243164
Scolytus_carpini,630.80979700699,769.5879523485278,17.19710922241211,17.16940689086914,8.964430046081542,14.197718620300293,20.73946189880371,25.005603408813478,30.868898391723633,20.9804744720459,20.94667640686035,10.936604656219481,17.321216716766358,25.302143516540525,30.506836158752442,37.660057067871094,1.22,0.75,1.6266666666666667,1796677,6,4.452644731811617e-06,False,608x824x783,139x181x111,465x539x526,244x268x311,Scolytus_carpini.obj,Scolytus_carpini.tif,diameter_of_largest_inscribed_sphere_containing_voxel,complete_3d_coxa_mask_after_foreground_crop,20.176352977752686
Sibinia_pellucens,605.1289118857237,738.2572725005829,18.489274978637695,20.119478225708008,8.679122924804688,13.562751531600952,23.297019481658936,25.430490493774414,29.454294204711914,22.556915283203125,24.545763435363767,10.588529968261719,16.54655686855316,28.4223637676239,31.025198402404783,35.93423843383789,1.22,0.75,1.6266666666666667,1497062,3,1.3359482293751057e-06,False,513x763x766,113x112x206,383x461x630,202x262x318,Sibinia_pellucens.obj,Sibinia_pellucens.tif,diameter_of_largest_inscribed_sphere_containing_voxel,complete_3d_coxa_mask_after_foreground_crop,15.287156820297241
Sitona,558.9105474045019,681.8708678334923,20.621931076049805,22.530542373657227,9.755716514587405,15.860862255096436,25.47724723815918,28.217209243774413,32.55081558227539,25.158756256103516,27.487261695861815,11.901974147796635,19.35025195121765,31.082241630554197,34.42499527740478,39.71199417114258,1.22,0.75,1.6266666666666667,1576315,3,5.709486120886176e-06,False,609x881x641,227x306x213,497x665x557,202x269x258,Sitona.obj,Sitona.tif,diameter_of_largest_inscribed_sphere_containing_voxel,complete_3d_coxa_mask_after_foreground_crop,14.44883942604065
Sitona_hispidulus,563.0888029431948,686.9683395906976,26.182477951049805,28.574833869934082,12.651446628570557,20.963009357452393,32.874451637268066,35.33282318115234,38.73556900024414,31.942623138427734,34.861297321319576,15.43476488685608,25.57487141609192,40.10683099746704,43.10604428100586,47.25739669799805,1.22,0.75,1.6266666666666667,2035928,6,2.947050346424618e-06,False,519x503x822,111x114x183,389x411x583,208x223x300,Sitona_hispidulus.obj,Sitona_hispidulus.tif,diameter_of_largest_inscribed_sphere_containing_voxel,complete_3d_coxa_mask_after_foreground_crop,15.015681982040405
Strophosoma_capitatum,623.3233510787159,760.4544883160333,22.00947380065918,24.121877670288086,9.531228065490723,15.66458797454834,27.874000549316406,30.85796356201172,37.14236831665039,26.851558685302734,29.428690757751465,11.628098239898682,19.110797328948973,34.006280670166014,37.646715545654295,45.313690185546875,1.22,0.75,1.6266666666666667,2167081,9,0.00020668696935544073,False,731x870x821,178x450x160,498x870x588,240x315x321,Strophosoma_capitatum.obj,Strophosoma_capitatum.tif,diameter_of_largest_inscribed_sphere_containing_voxel,complete_3d_coxa_mask_after_foreground_crop,24.69515085220337
Strophosoma_melanogrammum,642.4243146083436,783.7576638221792,25.804283142089844,28.70025634765625,9.446162033081055,17.666404724121094,33.94112777709961,36.49845657348633,41.48359680175781,31.481225967407227,35.014312744140625,11.524317680358887,21.553013763427735,41.40817588806152,44.52811701965332,50.609989166259766,1.22,0.75,1.6266666666666667,2415657,1,0.0,False,663x685x771,121x176x196,438x504x658,238x246x346,Strophosoma_melanogrammum.obj,Strophosoma_melanogrammum.tif,diameter_of_largest_inscribed_sphere_containing_voxel,complete_3d_coxa_mask_after_foreground_crop,24.34228277206421
Trigonopterus_plicicollis,509.0039292579184,620.9847936946604,34.719642639160156,35.05970764160156,13.937138557434086,23.998672485351562,45.22543716430664,55.53487777709961,58.66666793823242,42.35796356201172,42.77284332275391,17.003309040069585,29.278380432128905,55.1750333404541,67.75255088806152,71.57333374023438,1.22,0.75,1.6266666666666667,1935985,7,4.1322463458781655e-06,False,534x565x545,104x167x69,415x451x367,233x213x224,Trigonopterus_plicicollis.obj,Trigonopterus_plicicollis.tif,diameter_of_largest_inscribed_sphere_containing_voxel,complete_3d_coxa_mask_after_foreground_crop,15.243735313415527
Trigonopterus_pseudonasutus,623.5647520506591,760.7489975018041,42.8055534362793,44.96548080444336,14.724901294708253,29.0317120552063,58.12620162963867,67.49565124511719,69.38459777832031,52.2227783203125,54.8578865814209,17.96437957954407,35.418688707351684,70.91396598815918,82.34469451904296,84.64920806884766,1.22,0.75,1.6266666666666667,3414490,8,3.2215541890812105e-06,False,570x799x690,110x233x156,511x584x524,301x263x276,Trigonopterus_pseudonasutus.obj,Trigonopterus_pseudonasutus.tif,diameter_of_largest_inscribed_sphere_containing_voxel,complete_3d_coxa_mask_after_foreground_crop,33.667237520217896
Urodon_rufipes,326.7552600953809,398.64141731636465,12.211200714111328,13.207799911499023,5.333333492279053,8.439529180526733,15.813589334487915,17.54335308074951,20.483055114746094,14.897665023803711,16.113515892028808,6.506666860580444,10.296225600242614,19.292578988075256,21.402890758514403,24.989328384399414,1.22,0.75,1.6266666666666667,220676,1,0.0,False,570x497x521,269x74x106,461x295x266,144x166x120,Urodon_rufipes.obj,Urodon_rufipes.tif,diameter_of_largest_inscribed_sphere_containing_voxel,complete_3d_coxa_mask_after_foreground_crop,2.303306818008423
Xylocleptes_bispinus,327.01529016240204,398.9586539981305,9.733095169067383,9.744400024414062,5.909754276275635,8.235149383544922,11.256912231445312,13.221611785888673,17.07499885559082,11.87437629699707,11.888168029785156,7.2099002170562745,10.046882247924804,13.733432922363281,16.13036637878418,20.831499099731445,1.22,0.75,1.6266666666666667,264103,3,7.572745688300131e-06,False,412x556x613,99x262x180,286x481x349,140x164x127,Xylocleptes_bispinus.obj,Xylocleptes_bispinus.tif,diameter_of_largest_inscribed_sphere_containing_voxel,complete_3d_coxa_mask_after_foreground_crop,2.3425018787384033
Xylosandrus_germanus,476.32866804340046,581.1209750129485,9.743321418762207,9.087574005126953,5.945247173309326,7.973426342010498,11.002724647521973,14.455219078063966,20.99735450744629,11.886852264404297,11.086840286254883,7.253201551437378,9.727580137252808,13.423324069976806,17.63536727523804,25.61677360534668,1.22,0.75,1.6266666666666667,558475,1,0.0,False,431x450x580,84x46x134,279x268x516,146x166x286,Xylosandrus_germanus.obj,Xylosandrus_germanus.tif,diameter_of_largest_inscribed_sphere_containing_voxel,complete_3d_coxa_mask_after_foreground_crop,5.32763934135437
Zygops,494.47446850166085,603.2588515720262,17.211299896240234,16.300386428833008,8.0,12.3969144821167,20.97167205810547,26.354587173461915,39.191837310791016,20.997785568237305,19.88647144317627,9.76,15.124235668182372,25.58543991088867,32.15259635162354,47.81404113769531,1.22,0.75,1.6266666666666667,993023,3,2.014047984721934e-06,False,475x474x428,79x126x73,345x362x427,200x177x266,Zygops.obj,Zygops.tif,diameter_of_largest_inscribed_sphere_containing_voxel,complete_3d_coxa_mask_after_foreground_crop,9.69331693649292
