specimen,bbox_diag_units,bbox_diag_um,mean_3d_thickness_vox,median_3d_thickness_vox,p10_3d_thickness_vox,p25_3d_thickness_vox,p75_3d_thickness_vox,p90_3d_thickness_vox,max_3d_thickness_vox,mean_3d_thickness_um,median_3d_thickness_um,p10_3d_thickness_um,p25_3d_thickness_um,p75_3d_thickness_um,p90_3d_thickness_um,max_3d_thickness_um,voxel_size_um,analysis_scale,effective_analysis_voxel_size_um,foreground_voxels_retained,connected_components_6n,fraction_removed_outside_largest_component,original_stack_shape_zyx,analysis_crop_start_zyx,analysis_crop_stop_zyx,analysis_crop_shape_zyx,obj_file,tif_file,thickness_definition,analysis_domain,runtime_seconds,family,Coxal wall hole,opening,opening_factor,log_size,log_median_thickness,log_p10_thickness,relative_thickness
Mononychus_punctumalbum,886.669047615851,1081.73623809134,30.7272720336914,33.4719619750977,14.1284648895264,23.9549179077148,37.998405456543,42.2911430358887,50.1021156311035,37.4872741699219,40.8357936096191,17.2367271652222,29.2249998474121,46.3580546569824,51.5951945037842,61.124584197998,1.22,0.75,1.62666666666667,5527505,8,1.80913122804771e-06,865x766x1073,176x94x401,661x588x966,364x370x424,Mononychus_punctumalbum.obj,Mononychus_punctumalbum.tif,diameter_of_largest_inscribed_sphere_containing_voxel,complete_3d_coxa_mask_after_foreground_crop,74.1454627513885,Curculionidae,TRUE,TRUE,Present,3.03412137878732,1.61104100015788,1.23645480736933,1.10694805313409
Nanophyes_marmoratus,342.924189872922,418.367511644965,12.5418176651001,12.735782623291,7.83616495132446,10.4285960197449,14.1534461975098,17.0694980621338,24.1476955413818,15.3010177612305,15.537654800415,9.56012124061584,12.7228871440887,17.2672043609619,20.8247876358032,29.4601898193359,1.22,0.75,1.62666666666667,377091,7,7.15956278936059e-05,677x531x691,348x140x318,565x373x575,163x175x193,Nanophyes_marmoratus.obj,Nanophyes_marmoratus.tif,diameter_of_largest_inscribed_sphere_containing_voxel,complete_3d_coxa_mask_after_foreground_crop,4.36151361465454,Brentidae,FALSE,FALSE,Absent,2.62155795200372,1.19138546851253,0.980463399995406,0.904311800800431
Nedyus_quadrimaculatus,537.015828444563,655.159310702366,24.650598526001,27.3330478668213,10.994948387146,19.3134059906006,30.6104288101196,33.7119209289551,38.7355690002441,30.07373046875,33.346318397522,13.4138370323181,23.5623553085327,37.3447231483459,41.1285435333252,47.257396697998,1.22,0.75,1.62666666666667,1425420,11,5.61206594177355e-05,479x247x313,93x7x8,478x243x311,289x177x227,Nedyus_quadrimaculatus.obj,Nedyus_quadrimaculatus.tif,diameter_of_largest_inscribed_sphere_containing_voxel,complete_3d_coxa_mask_after_foreground_crop,10.9901959896088,Curculionidae,FALSE,FALSE,Absent,2.81634691731438,1.52304789258837,1.12755302569668,1.35301184982602
Neochetina,767.479641423797,936.325162537032,26.4474315643311,27.5513458251953,12.2918310165405,21.183032989502,32.5508155822754,37.6694717407227,45.0974273681641,32.265869140625,33.6126419067383,14.9960338401794,25.8433002471924,39.711995010376,45.9567555236816,55.0188636779785,1.22,0.75,1.62666666666667,3815236,61,0.00644326608121193,572x838x715,102x0x137,460x651x619,268x488x362,Neochetina.obj,Neochetina.tif,diameter_of_largest_inscribed_sphere_containing_voxel,complete_3d_coxa_mask_after_foreground_crop,52.2365474700928,Curculionidae,FALSE,FALSE,Absent,2.97142669464863,1.52650264875113,1.1759764117833,1.02333428638584
Orchestes_testaceus,416.784116779898,508.476622471476,17.8779449462891,19.9007053375244,9.41949701309204,13.5496730804443,22.3120470046997,23.383752822876,26.5329971313477,21.8110942840576,24.2788605117798,11.4917863559723,16.5306011581421,27.2206973457336,28.5281784439087,32.3702583312988,1.22,0.75,1.62666666666667,792086,2,1.00998113859996e-05,450x411x431,87x81x105,309x317x378,166x177x205,Orchestes_testaceus.obj,Orchestes_testaceus.tif,diameter_of_largest_inscribed_sphere_containing_voxel,complete_3d_coxa_mask_after_foreground_crop,5.04631042480469,Curculionidae,TRUE,TRUE,Present,2.70627099075921,1.38522829998728,1.06038754341765,1.20787466404389
Ormiscus_saltator,321.94564758667,392.773690055737,13.5085563659668,14.6371269226074,6.43607091903687,10.4533405303955,17.0562019348145,18.0492324829102,20.4830551147461,16.4804382324219,17.8572948455811,7.85200652122498,12.7530754470825,20.8085663604736,22.0200636291504,24.9893283843994,1.22,0.75,1.62666666666667,335725,1,0,422x385x272,68x111x86,300x284x242,174x130x117,Ormiscus_saltator.obj,Ormiscus_saltator.tif,diameter_of_largest_inscribed_sphere_containing_voxel,complete_3d_coxa_mask_after_foreground_crop,2.02322316169739,Anthribidae,FALSE,FALSE,Absent,2.59414238887485,1.25181566941151,0.894980651617073,1.09345315037529
Otiorhynchus_singularis,927.599590340574,1131.6715002155,11.1997423171997,10.5681657791138,7.27354001998901,8.4756326675415,12.1822633743286,16.7332015991211,32.2214546203613,13.663685798645,12.8931622505188,8.8737188243866,10.3402718544006,14.8623613166809,20.4145059509277,39.3101768493652,1.22,0.75,1.62666666666667,2927547,45,0.000644492880026326,598x747x798,54x123x93,525x747x676,353x468x437,Otiorhynchus_singularis.obj,Otiorhynchus_singularis.tif,diameter_of_largest_inscribed_sphere_containing_voxel,complete_3d_coxa_mask_after_foreground_crop,82.0879833698273,Curculionidae,FALSE,FALSE,Absent,3.05372037884157,1.11035944796003,0.948105663398794,0.337039794088559
Oxystoma,390.114085877452,475.939184770491,16.9205188751221,17.8878040313721,10.3322389602661,14.6992893218994,19.528660774231,21.2125228881836,27.8408184051514,20.6430339813232,21.8231209182739,12.6053315315247,17.9331329727173,23.8249661445618,25.879277923584,33.9657974243164,1.22,0.75,1.62666666666667,672503,1,0,439x565x461,141x140x143,342x426x331,151x214x141,Oxystoma.obj,Oxystoma.tif,diameter_of_largest_inscribed_sphere_containing_voxel,complete_3d_coxa_mask_after_foreground_crop,4.26922178268433,Brentidae,FALSE,FALSE,Absent,2.67755146237185,1.3389168590233,1.10055427249706,1.14501469339585
Paramechoris_hirtus,671.096863351335,818.738173288628,21.324951171875,21.0609569549561,12.4941896438599,17.5017395019531,25.218523979187,30.8483470916748,35.4776916503906,26.0164413452148,25.6943674850464,15.242911365509,21.3521221923828,30.7665992546082,37.6349834518433,43.2827835083008,1.22,0.75,1.62666666666667,339647,2,5.88843188109589e-06,705x637x793,284x337x93,506x511x277,166x130x138,Paramechoris_hirtus.obj,Paramechoris_hirtus.tif,diameter_of_largest_inscribed_sphere_containing_voxel,complete_3d_coxa_mask_after_foreground_crop,12.2004134654999,Attelabidae,TRUE,TRUE,Present,2.91314503964096,1.40983793118114,1.18306792430146,0.871428605129219
Parethelcus_pollinarius,661.883675580536,807.498084208254,25.5602874755859,27.4493160247803,12.2169885635376,21.2028656005859,31.3238201141357,34.2540855407715,38.4592132568359,31.1835517883301,33.4881655502319,14.9047260475159,25.8674960327148,38.2150605392456,41.7899843597412,46.9202423095703,1.22,0.75,1.62666666666667,2423011,7,6.60331065238662e-06,534x720x625,108x198x215,393x687x571,214x367x267,Parethelcus_pollinarius.obj,Parethelcus_pollinarius.tif,diameter_of_largest_inscribed_sphere_containing_voxel,complete_3d_coxa_mask_after_foreground_crop,21.5187983512878,Curculionidae,FALSE,FALSE,Absent,2.90714150063934,1.52489135795395,1.17332399800397,1.14845557714237
Perapion_curtirostre,250.067990754515,305.082948720508,13.2341394424438,13.5898399353027,9.18975477218628,11.7870500087738,14.5771131515503,15.9621706008911,21.4993534088135,16.1456508636475,16.5796047210693,11.2115008220673,14.380201010704,17.7840780448914,19.4738481330872,26.229211807251,1.22,0.75,1.62666666666667,232560,1,0,295x322x356,40x134x110,202x271x255,122x103x109,Perapion_curtirostre.obj,Perapion_curtirostre.tif,diameter_of_largest_inscribed_sphere_containing_voxel,complete_3d_coxa_mask_after_foreground_crop,1.1346218585968,Brentidae,FALSE,FALSE,Absent,2.48441793532667,1.21957417220311,1.04966375310468,1.24398699134678
