quality_set,tree_id,response,predictor,model_type,dropped_taxon,term,estimate,p_value,lambda,n_taxa,reason,source_path,variant_group,note,n_tips,is_rooted,is_ultrametric,tree_height,total_branch_length,rf_distance_vs_reference,fdr_p_value
main_dataset,ml_unrooted,n_turns_abs,fit_radius,tree_variant,NA,fit_radius,4.14824355018017e+00,6.92897548036828e-02,1.000000000000000,13,NA,data/phylogeny/P01_Trees/curc_fig1.treefile,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,FALSE,0.41142785540,2.09131592840000,NA,1.66610138650948e-01
main_dataset,ml_unrooted,start_end_dist,axial_span,tree_variant,NA,axial_span,4.82537981677637e-01,5.02595562547431e-02,0.000000000000000,13,NA,data/phylogeny/P01_Trees/curc_fig1.treefile,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,FALSE,0.41142785540,2.09131592840000,NA,1.20167638238216e-01
main_dataset,ml_unrooted,start_end_dist,axial_pitch_360,tree_variant,NA,axial_pitch_360,4.64625605337369e-01,1.05613457803363e-01,0.000000000000000,13,NA,data/phylogeny/P01_Trees/curc_fig1.treefile,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,FALSE,0.41142785540,2.09131592840000,NA,2.26146542588670e-01
main_dataset,ml_unrooted,start_end_dist,fit_radius,tree_variant,NA,fit_radius,7.40846011981030e-01,1.97701953173835e-01,0.000000000000000,13,NA,data/phylogeny/P01_Trees/curc_fig1.treefile,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,FALSE,0.41142785540,2.09131592840000,NA,5.42510542183829e-01
main_dataset,ml_unrooted,axial_span,axial_pitch_360,tree_variant,NA,axial_pitch_360,9.07753847042059e-01,1.55686109612223e-04,1.000000000000000,13,NA,data/phylogeny/P01_Trees/curc_fig1.treefile,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,FALSE,0.41142785540,2.09131592840000,NA,1.66806546013096e-04
main_dataset,ml_unrooted,axial_span,fit_radius,tree_variant,NA,fit_radius,1.36113271380440e+00,2.90219229045763e-02,1.000000000000000,13,NA,data/phylogeny/P01_Trees/curc_fig1.treefile,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,FALSE,0.41142785540,2.09131592840000,NA,2.90219229045763e-02
main_dataset,ml_unrooted,axial_pitch_360,fit_radius,tree_variant,NA,fit_radius,1.26862234487680e+00,3.27668621567086e-02,1.000000000000000,13,NA,data/phylogeny/P01_Trees/curc_fig1.treefile,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,FALSE,0.41142785540,2.09131592840000,NA,3.27670436039251e-02
main_dataset,ml_unrooted,PC1,abs_winding_angle_deg,tree_variant,NA,abs_winding_angle_deg,-6.82648504221435e-04,6.17823331182749e-02,1.000000000000000,13,NA,data/phylogeny/P01_Trees/curc_fig1.treefile,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,FALSE,0.41142785540,2.09131592840000,NA,8.09137208817031e-02
main_dataset,ml_unrooted,PC1,n_turns_abs,tree_variant,NA,n_turns_abs,-2.45753461519716e-01,6.17823331182748e-02,1.000000000000000,13,NA,data/phylogeny/P01_Trees/curc_fig1.treefile,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,FALSE,0.41142785540,2.09131592840000,NA,8.09137208817030e-02
main_dataset,ml_unrooted,PC1,start_end_dist,tree_variant,NA,start_end_dist,-5.41475439071838e-01,2.12360819327971e-01,1.000000000000000,13,NA,data/phylogeny/P01_Trees/curc_fig1.treefile,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,FALSE,0.41142785540,2.09131592840000,NA,3.72430995769113e-01
main_dataset,ml_unrooted,PC1,axial_span,tree_variant,NA,axial_span,-8.86412524016876e-01,5.65055915960393e-02,1.000000000000000,13,NA,data/phylogeny/P01_Trees/curc_fig1.treefile,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,FALSE,0.41142785540,2.09131592840000,NA,6.05417052814707e-02
