quality_set,tree_id,trait,reconstruction_model,node,estimate,variance,CI95_lower,CI95_upper,trait_n_tips,root_node_expected,matched_root,source_path,variant_group,note,n_tips,is_rooted,is_ultrametric,tree_height,total_branch_length,rf_distance_vs_reference
main_dataset,historical_223_calibration,PC5,BM,16,2.68417909414514e-02,5.03236007986000e-04,-1.71267369879553e-02,0.0708103188708582,15,16,TRUE,data/phylogeny/P01_Trees/candidate_historical_223.tre,existing_file,Imported from phylogeny workflow outputs.,15,TRUE,TRUE,223.00000001300,2084.37987039000018,0
main_dataset,historical_223_calibration,centroid_size,BM,16,1.48922341731180e+02,7.13829938958613e+02,9.65558534633629e+01,201.2888299989967322,15,16,TRUE,data/phylogeny/P01_Trees/candidate_historical_223.tre,existing_file,Imported from phylogeny workflow outputs.,15,TRUE,TRUE,223.00000001300,2084.37987039000018,0
main_dataset,historical_223_calibration,abs_winding_angle_deg,BM,15,3.01717867898804e+02,1.92623778671821e+03,2.15695573803281e+02,387.7401619943271385,14,15,TRUE,data/phylogeny/P01_Trees/candidate_historical_223.tre,existing_file,Imported from phylogeny workflow outputs.,15,TRUE,TRUE,223.00000001300,2084.37987039000018,0
main_dataset,historical_223_calibration,axial_span,BM,15,1.57492266078981e-01,9.09998017215119e-04,9.83665662274475e-02,0.2166179659305141,14,15,TRUE,data/phylogeny/P01_Trees/candidate_historical_223.tre,existing_file,Imported from phylogeny workflow outputs.,15,TRUE,TRUE,223.00000001300,2084.37987039000018,0
main_dataset,fixed_195_calibration,PC1,BM,16,7.31534302198734e-02,2.68093501519965e-03,-2.83309525904436e-02,0.1746378130301904,15,16,TRUE,data/phylogeny/P01_Trees/candidate_fixed_195.tre,existing_file,Imported from phylogeny workflow outputs.,15,TRUE,TRUE,195.00000003000,1740.61792733599987,0
main_dataset,fixed_195_calibration,PC2,BM,16,9.27044893901013e-02,2.16272204241631e-03,1.55454151218699e-03,0.1838544372680155,15,16,TRUE,data/phylogeny/P01_Trees/candidate_fixed_195.tre,existing_file,Imported from phylogeny workflow outputs.,15,TRUE,TRUE,195.00000003000,1740.61792733599987,0
main_dataset,fixed_195_calibration,PC3,BM,16,9.03018500027490e-03,2.31602418562974e-03,-8.52949893251151e-02,0.1033553593256649,15,16,TRUE,data/phylogeny/P01_Trees/candidate_fixed_195.tre,existing_file,Imported from phylogeny workflow outputs.,15,TRUE,TRUE,195.00000003000,1740.61792733599987,0
main_dataset,fixed_195_calibration,PC4,BM,16,9.86256805914738e-04,1.25040427135147e-03,-6.83214126746255e-02,0.0702939262864550,15,16,TRUE,data/phylogeny/P01_Trees/candidate_fixed_195.tre,existing_file,Imported from phylogeny workflow outputs.,15,TRUE,TRUE,195.00000003000,1740.61792733599987,0
main_dataset,fixed_195_calibration,PC5,BM,16,2.86982215678046e-02,5.82000219757711e-04,-1.85861526399738e-02,0.0759825957755831,15,16,TRUE,data/phylogeny/P01_Trees/candidate_fixed_195.tre,existing_file,Imported from phylogeny workflow outputs.,15,TRUE,TRUE,195.00000003000,1740.61792733599987,0
main_dataset,fixed_195_calibration,centroid_size,BM,16,1.45550797885345e+02,8.08529251340965e+02,8.98188862731323e+01,201.2827094975570787,15,16,TRUE,data/phylogeny/P01_Trees/candidate_fixed_195.tre,existing_file,Imported from phylogeny workflow outputs.,15,TRUE,TRUE,195.00000003000,1740.61792733599987,0
main_dataset,fixed_195_calibration,abs_winding_angle_deg,BM,15,3.00635044184654e+02,2.18292832515742e+03,2.09060279899264e+02,392.2098084700442087,14,15,TRUE,data/phylogeny/P01_Trees/candidate_fixed_195.tre,existing_file,Imported from phylogeny workflow outputs.,15,TRUE,TRUE,195.00000003000,1740.61792733599987,0
main_dataset,fixed_195_calibration,axial_span,BM,15,1.57232023533207e-01,1.04900250840762e-03,9.37509394506345e-02,0.2207131076157805,14,15,TRUE,data/phylogeny/P01_Trees/candidate_fixed_195.tre,existing_file,Imported from phylogeny workflow outputs.,15,TRUE,TRUE,195.00000003000,1740.61792733599987,0
main_dataset,interval_157_3_195_calibration,PC1,BM,16,6.99608814975621e-02,2.29814271788494e-03,-2.39994562254728e-02,0.1639212192205970,15,16,TRUE,data/phylogeny/P01_Trees/candidate_interval_157_3_195.tre,existing_file,Imported from phylogeny workflow outputs.,15,TRUE,TRUE,176.49736953500,1654.61692485499998,0
main_dataset,interval_157_3_195_calibration,PC2,BM,16,8.56185314011013e-02,1.96023855425824e-03,-1.15964805686172e-03,0.1723967108590644,15,16,TRUE,data/phylogeny/P01_Trees/candidate_interval_157_3_195.tre,existing_file,Imported from phylogeny workflow outputs.,15,TRUE,TRUE,176.49736953500,1654.61692485499998,0
main_dataset,interval_157_3_195_calibration,PC3,BM,16,7.13904801052389e-03,1.97223763951082e-03,-7.99043211564882e-02,0.0941824171775360,15,16,TRUE,data/phylogeny/P01_Trees/candidate_interval_157_3_195.tre,existing_file,Imported from phylogeny workflow outputs.,15,TRUE,TRUE,176.49736953500,1654.61692485499998,0
main_dataset,interval_157_3_195_calibration,PC4,BM,16,2.10735723206733e-03,1.06942978372896e-03,-6.19888318681685e-02,0.0662035463323031,15,16,TRUE,data/phylogeny/P01_Trees/candidate_interval_157_3_195.tre,existing_file,Imported from phylogeny workflow outputs.,15,TRUE,TRUE,176.49736953500,1654.61692485499998,0
main_dataset,interval_157_3_195_calibration,PC5,BM,16,2.71057776112299e-02,4.97307609900134e-04,-1.66029962699070e-02,0.0708145514923668,15,16,TRUE,data/phylogeny/P01_Trees/candidate_interval_157_3_195.tre,existing_file,Imported from phylogeny workflow outputs.,15,TRUE,TRUE,176.49736953500,1654.61692485499998,0
