quality_set,tree_id,trait,method,estimate,statistic,p_value,reason,source_path,variant_group,note,n_tips,is_rooted,is_ultrametric,tree_height,total_branch_length,rf_distance_vs_reference
primary_adequate,ultrametric,PC1,Pagel_lambda,9.99926686256414e-01,10.855099760757639,2.09134515947296e-02,NA,data/phylogeny/P01_Trees/08_ultrametric.tre,existing_file,Imported from phylogeny workflow outputs.,13,TRUE,FALSE,1.49720520480,9.93165094001000,NA
primary_adequate,ultrametric,PC2,Blomberg_K,1.89657639924404e+00,NA,5.00000000000000e-03,NA,data/phylogeny/P01_Trees/08_ultrametric.tre,existing_file,Imported from phylogeny workflow outputs.,13,TRUE,FALSE,1.49720520480,9.93165094001000,NA
primary_adequate,ultrametric,PC2,Pagel_lambda,9.99926686256414e-01,10.566304788570793,4.52333513759232e-03,NA,data/phylogeny/P01_Trees/08_ultrametric.tre,existing_file,Imported from phylogeny workflow outputs.,13,TRUE,FALSE,1.49720520480,9.93165094001000,NA
primary_adequate,ultrametric,PC3,Blomberg_K,6.98885587645483e-01,NA,6.52000000000000e-01,NA,data/phylogeny/P01_Trees/08_ultrametric.tre,existing_file,Imported from phylogeny workflow outputs.,13,TRUE,FALSE,1.49720520480,9.93165094001000,NA
primary_adequate,ultrametric,PC3,Pagel_lambda,7.33137435857406e-05,14.431829714731126,1.00000000000000e+00,NA,data/phylogeny/P01_Trees/08_ultrametric.tre,existing_file,Imported from phylogeny workflow outputs.,13,TRUE,FALSE,1.49720520480,9.93165094001000,NA
primary_adequate,ultrametric,PC4,Blomberg_K,6.64095425619307e-01,NA,7.68000000000001e-01,NA,data/phylogeny/P01_Trees/08_ultrametric.tre,existing_file,Imported from phylogeny workflow outputs.,13,TRUE,FALSE,1.49720520480,9.93165094001000,NA
primary_adequate,ultrametric,PC4,Pagel_lambda,7.33137435857406e-05,16.636019056838787,1.00000000000000e+00,NA,data/phylogeny/P01_Trees/08_ultrametric.tre,existing_file,Imported from phylogeny workflow outputs.,13,TRUE,FALSE,1.49720520480,9.93165094001000,NA
primary_adequate,ultrametric,PC5,Blomberg_K,8.61603244834213e-01,NA,2.67000000000000e-01,NA,data/phylogeny/P01_Trees/08_ultrametric.tre,existing_file,Imported from phylogeny workflow outputs.,13,TRUE,FALSE,1.49720520480,9.93165094001000,NA
primary_adequate,ultrametric,PC5,Pagel_lambda,7.33137435857406e-05,25.958559422300574,1.00000000000000e+00,NA,data/phylogeny/P01_Trees/08_ultrametric.tre,existing_file,Imported from phylogeny workflow outputs.,13,TRUE,FALSE,1.49720520480,9.93165094001000,NA
primary_adequate,ultrametric,abs_winding_angle_deg,Blomberg_K,2.17386155568514e+00,NA,1.00000000000000e-03,NA,data/phylogeny/P01_Trees/08_ultrametric.tre,existing_file,Imported from phylogeny workflow outputs.,13,TRUE,FALSE,1.49720520480,9.93165094001000,NA
primary_adequate,ultrametric,abs_winding_angle_deg,Pagel_lambda,9.99926686256414e-01,-76.185519351909207,5.01268446804841e-03,NA,data/phylogeny/P01_Trees/08_ultrametric.tre,existing_file,Imported from phylogeny workflow outputs.,13,TRUE,FALSE,1.49720520480,9.93165094001000,NA
primary_adequate,ultrametric,n_turns_abs,Blomberg_K,2.17386155568514e+00,NA,3.00000000000000e-03,NA,data/phylogeny/P01_Trees/08_ultrametric.tre,existing_file,Imported from phylogeny workflow outputs.,13,TRUE,FALSE,1.49720520480,9.93165094001000,NA
primary_adequate,ultrametric,n_turns_abs,Pagel_lambda,9.99926686256414e-01,0.333833056942822,5.01268446804828e-03,NA,data/phylogeny/P01_Trees/08_ultrametric.tre,existing_file,Imported from phylogeny workflow outputs.,13,TRUE,FALSE,1.49720520480,9.93165094001000,NA
primary_adequate,ultrametric,start_end_dist,Blomberg_K,7.25669305606104e-01,NA,5.46000000000000e-01,NA,data/phylogeny/P01_Trees/08_ultrametric.tre,existing_file,Imported from phylogeny workflow outputs.,13,TRUE,FALSE,1.49720520480,9.93165094001000,NA
primary_adequate,ultrametric,start_end_dist,Pagel_lambda,7.33137435857406e-05,18.750838623727393,1.00000000000000e+00,NA,data/phylogeny/P01_Trees/08_ultrametric.tre,existing_file,Imported from phylogeny workflow outputs.,13,TRUE,FALSE,1.49720520480,9.93165094001000,NA
primary_adequate,ultrametric,axial_span,Blomberg_K,1.22548859556682e+00,NA,3.30000000000000e-02,NA,data/phylogeny/P01_Trees/08_ultrametric.tre,existing_file,Imported from phylogeny workflow outputs.,13,TRUE,FALSE,1.49720520480,9.93165094001000,NA
primary_adequate,ultrametric,axial_span,Pagel_lambda,9.99926686256414e-01,16.775468108262270,7.95622050826725e-02,NA,data/phylogeny/P01_Trees/08_ultrametric.tre,existing_file,Imported from phylogeny workflow outputs.,13,TRUE,FALSE,1.49720520480,9.93165094001000,NA
primary_adequate,ultrametric,axial_pitch_360,Blomberg_K,6.91765824761343e-01,NA,6.94000000000001e-01,NA,data/phylogeny/P01_Trees/08_ultrametric.tre,existing_file,Imported from phylogeny workflow outputs.,13,TRUE,FALSE,1.49720520480,9.93165094001000,NA
primary_adequate,ultrametric,axial_pitch_360,Pagel_lambda,9.99926686256414e-01,16.335482441859426,3.55587505144881e-01,NA,data/phylogeny/P01_Trees/08_ultrametric.tre,existing_file,Imported from phylogeny workflow outputs.,13,TRUE,FALSE,1.49720520480,9.93165094001000,NA
primary_adequate,ultrametric,fit_radius,Blomberg_K,9.16142968724208e-01,NA,1.86000000000000e-01,NA,data/phylogeny/P01_Trees/08_ultrametric.tre,existing_file,Imported from phylogeny workflow outputs.,13,TRUE,FALSE,1.49720520480,9.93165094001000,NA
primary_adequate,ultrametric,fit_radius,Pagel_lambda,9.99926686256414e-01,27.252005410444291,1.01546144522634e-01,NA,data/phylogeny/P01_Trees/08_ultrametric.tre,existing_file,Imported from phylogeny workflow outputs.,13,TRUE,FALSE,1.49720520480,9.93165094001000,NA
primary_adequate,ultrametric,centroid_size,Blomberg_K,1.76278967862447e+00,NA,1.00000000000000e-02,NA,data/phylogeny/P01_Trees/08_ultrametric.tre,existing_file,Imported from phylogeny workflow outputs.,13,TRUE,FALSE,1.49720520480,9.93165094001000,NA
primary_adequate,ultrametric,centroid_size,Pagel_lambda,9.99926686256414e-01,-69.171976480823645,2.11813135933720e-02,NA,data/phylogeny/P01_Trees/08_ultrametric.tre,existing_file,Imported from phylogeny workflow outputs.,13,TRUE,FALSE,1.49720520480,9.93165094001000,NA
primary_adequate,grafen,PC1,Blomberg_K,9.62607733954179e-01,NA,7.00000000000000e-03,NA,data/phylogeny/P01_Trees/07_grafen.tre,existing_file,Imported from phylogeny workflow outputs.,13,TRUE,FALSE,1.92307692298,4.46153846126000,NA
primary_adequate,grafen,PC1,Pagel_lambda,9.99926686256414e-01,15.691725657254452,5.02040142169000e-05,NA,data/phylogeny/P01_Trees/07_grafen.tre,existing_file,Imported from phylogeny workflow outputs.,13,TRUE,FALSE,1.92307692298,4.46153846126000,NA
primary_adequate,grafen,PC2,Blomberg_K,1.47486534054205e+00,NA,1.00000000000000e-03,NA,data/phylogeny/P01_Trees/07_grafen.tre,existing_file,Imported from phylogeny workflow outputs.,13,TRUE,FALSE,1.92307692298,4.46153846126000,NA
primary_adequate,grafen,PC2,Pagel_lambda,9.99926686256414e-01,11.669493478077342,1.24600795836640e-06,NA,data/phylogeny/P01_Trees/07_grafen.tre,existing_file,Imported from phylogeny workflow outputs.,13,TRUE,FALSE,1.92307692298,4.46153846126000,NA
primary_adequate,grafen,PC3,Blomberg_K,1.44141269244878e-01,NA,5.20000000000000e-01,NA,data/phylogeny/P01_Trees/07_grafen.tre,existing_file,Imported from phylogeny workflow outputs.,13,TRUE,FALSE,1.92307692298,4.46153846126000,NA
primary_adequate,grafen,PC3,Pagel_lambda,8.45705467311588e-01,12.300514346949395,7.23361082046372e-02,NA,data/phylogeny/P01_Trees/07_grafen.tre,existing_file,Imported from phylogeny workflow outputs.,13,TRUE,FALSE,1.92307692298,4.46153846126000,NA
primary_adequate,grafen,PC4,Blomberg_K,1.52858360914164e-01,NA,5.71000000000000e-01,NA,data/phylogeny/P01_Trees/07_grafen.tre,existing_file,Imported from phylogeny workflow outputs.,13,TRUE,FALSE,1.92307692298,4.46153846126000,NA
primary_adequate,grafen,PC4,Pagel_lambda,9.74370314783649e-01,15.346107372346072,6.60380202403510e-02,NA,data/phylogeny/P01_Trees/07_grafen.tre,existing_file,Imported from phylogeny workflow outputs.,13,TRUE,FALSE,1.92307692298,4.46153846126000,NA
primary_adequate,grafen,PC5,Blomberg_K,1.36734789372349e-01,NA,5.83000000000000e-01,NA,data/phylogeny/P01_Trees/07_grafen.tre,existing_file,Imported from phylogeny workflow outputs.,13,TRUE,FALSE,1.92307692298,4.46153846126000,NA
primary_adequate,grafen,PC5,Pagel_lambda,7.33137435857406e-05,26.383418313568402,1.00000000000000e+00,NA,data/phylogeny/P01_Trees/07_grafen.tre,existing_file,Imported from phylogeny workflow outputs.,13,TRUE,FALSE,1.92307692298,4.46153846126000,NA
primary_adequate,grafen,abs_winding_angle_deg,Blomberg_K,6.37137621619332e-01,NA,1.70000000000000e-02,NA,data/phylogeny/P01_Trees/07_grafen.tre,existing_file,Imported from phylogeny workflow outputs.,13,TRUE,FALSE,1.92307692298,4.46153846126000,NA
primary_adequate,grafen,abs_winding_angle_deg,Pagel_lambda,9.17658160216220e-01,-75.677178734409765,7.79124562463727e-04,NA,data/phylogeny/P01_Trees/07_grafen.tre,existing_file,Imported from phylogeny workflow outputs.,13,TRUE,FALSE,1.92307692298,4.46153846126000,NA
primary_adequate,grafen,n_turns_abs,Blomberg_K,6.37137621619332e-01,NA,7.00000000000000e-03,NA,data/phylogeny/P01_Trees/07_grafen.tre,existing_file,Imported from phylogeny workflow outputs.,13,TRUE,FALSE,1.92307692298,4.46153846126000,NA
primary_adequate,grafen,n_turns_abs,Pagel_lambda,9.17658160216293e-01,0.842173674442254,7.79124562463730e-04,NA,data/phylogeny/P01_Trees/07_grafen.tre,existing_file,Imported from phylogeny workflow outputs.,13,TRUE,FALSE,1.92307692298,4.46153846126000,NA
primary_adequate,grafen,start_end_dist,Blomberg_K,7.26726944524140e-02,NA,9.72000000000001e-01,NA,data/phylogeny/P01_Trees/07_grafen.tre,existing_file,Imported from phylogeny workflow outputs.,13,TRUE,FALSE,1.92307692298,4.46153846126000,NA
primary_adequate,grafen,start_end_dist,Pagel_lambda,7.33137435857406e-05,20.216661725203711,1.00000000000000e+00,NA,data/phylogeny/P01_Trees/07_grafen.tre,existing_file,Imported from phylogeny workflow outputs.,13,TRUE,FALSE,1.92307692298,4.46153846126000,NA
primary_adequate,grafen,axial_span,Blomberg_K,2.56126913528748e-01,NA,2.10000000000000e-01,NA,data/phylogeny/P01_Trees/07_grafen.tre,existing_file,Imported from phylogeny workflow outputs.,13,TRUE,FALSE,1.92307692298,4.46153846126000,NA
primary_adequate,grafen,axial_span,Pagel_lambda,8.44969694181368e-01,15.589573484198009,4.03829677813616e-02,NA,data/phylogeny/P01_Trees/07_grafen.tre,existing_file,Imported from phylogeny workflow outputs.,13,TRUE,FALSE,1.92307692298,4.46153846126000,NA
primary_adequate,grafen,axial_pitch_360,Blomberg_K,1.88403798924307e-01,NA,3.40000000000000e-01,NA,data/phylogeny/P01_Trees/07_grafen.tre,existing_file,Imported from phylogeny workflow outputs.,13,TRUE,FALSE,1.92307692298,4.46153846126000,NA
primary_adequate,grafen,axial_pitch_360,Pagel_lambda,9.90316611949316e-01,15.029319455980936,1.82613847659367e-02,NA,data/phylogeny/P01_Trees/07_grafen.tre,existing_file,Imported from phylogeny workflow outputs.,13,TRUE,FALSE,1.92307692298,4.46153846126000,NA
primary_adequate,grafen,fit_radius,Blomberg_K,4.17432740420727e-01,NA,7.50000000000001e-02,NA,data/phylogeny/P01_Trees/07_grafen.tre,existing_file,Imported from phylogeny workflow outputs.,13,TRUE,FALSE,1.92307692298,4.46153846126000,NA
primary_adequate,grafen,fit_radius,Pagel_lambda,9.99926686256414e-01,30.578515373191411,1.90132718669469e-04,NA,data/phylogeny/P01_Trees/07_grafen.tre,existing_file,Imported from phylogeny workflow outputs.,13,TRUE,FALSE,1.92307692298,4.46153846126000,NA
primary_adequate,grafen,centroid_size,Blomberg_K,6.74945135270929e-01,NA,2.10000000000000e-02,NA,data/phylogeny/P01_Trees/07_grafen.tre,existing_file,Imported from phylogeny workflow outputs.,13,TRUE,FALSE,1.92307692298,4.46153846126000,NA
primary_adequate,grafen,centroid_size,Pagel_lambda,9.18802204005494e-01,-70.448979799669075,1.75020003825204e-03,NA,data/phylogeny/P01_Trees/07_grafen.tre,existing_file,Imported from phylogeny workflow outputs.,13,TRUE,FALSE,1.92307692298,4.46153846126000,NA
primary_adequate,with_caridae_calibrated,PC1,Blomberg_K,1.58554015506669e+00,NA,2.00000000000000e-03,NA,data/phylogeny/P01_Trees/02_primary_tree_calibrated.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,186.58560175200,1754.38142046999997,0
primary_adequate,with_caridae_calibrated,PC1,Pagel_lambda,1.17452479105761e+00,16.261955518699416,1.83326800620070e-04,NA,data/phylogeny/P01_Trees/02_primary_tree_calibrated.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,186.58560175200,1754.38142046999997,0
primary_adequate,with_caridae_calibrated,PC2,Blomberg_K,1.39910419780416e+00,NA,3.00000000000000e-03,NA,data/phylogeny/P01_Trees/02_primary_tree_calibrated.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,186.58560175200,1754.38142046999997,0
primary_adequate,with_caridae_calibrated,PC2,Pagel_lambda,1.15601485410332e+00,14.510155778327704,3.74759550574050e-03,NA,data/phylogeny/P01_Trees/02_primary_tree_calibrated.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,186.58560175200,1754.38142046999997,0
primary_adequate,with_caridae_calibrated,PC3,Blomberg_K,6.86550963836846e-01,NA,3.27000000000000e-01,NA,data/phylogeny/P01_Trees/02_primary_tree_calibrated.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,186.58560175200,1754.38142046999997,0
primary_adequate,with_caridae_calibrated,PC3,Pagel_lambda,4.55400227644791e-05,16.424600683180504,1.00000000000000e+00,NA,data/phylogeny/P01_Trees/02_primary_tree_calibrated.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,186.58560175200,1754.38142046999997,0
primary_adequate,with_caridae_calibrated,PC4,Blomberg_K,7.94245837592654e-01,NA,1.51000000000000e-01,NA,data/phylogeny/P01_Trees/02_primary_tree_calibrated.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,186.58560175200,1754.38142046999997,0
primary_adequate,with_caridae_calibrated,PC4,Pagel_lambda,4.55400227644791e-05,19.310595615878245,1.00000000000000e+00,NA,data/phylogeny/P01_Trees/02_primary_tree_calibrated.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,186.58560175200,1754.38142046999997,0
primary_adequate,with_caridae_calibrated,PC5,Blomberg_K,7.28043935599699e-01,NA,2.39000000000000e-01,NA,data/phylogeny/P01_Trees/02_primary_tree_calibrated.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,186.58560175200,1754.38142046999997,0
primary_adequate,with_caridae_calibrated,PC5,Pagel_lambda,3.19632895646488e-01,27.300423492926047,6.06571338948298e-01,NA,data/phylogeny/P01_Trees/02_primary_tree_calibrated.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,186.58560175200,1754.38142046999997,0
primary_adequate,with_caridae_calibrated,abs_winding_angle_deg,Blomberg_K,1.58812500933126e+00,NA,1.00000000000000e-03,NA,data/phylogeny/P01_Trees/02_primary_tree_calibrated.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,186.58560175200,1754.38142046999997,0
primary_adequate,with_caridae_calibrated,abs_winding_angle_deg,Pagel_lambda,1.14322391575369e+00,-80.520916405380518,3.58831418040644e-03,NA,data/phylogeny/P01_Trees/02_primary_tree_calibrated.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,186.58560175200,1754.38142046999997,0
primary_adequate,with_caridae_calibrated,n_turns_abs,Blomberg_K,1.58812500933126e+00,NA,2.00000000000000e-03,NA,data/phylogeny/P01_Trees/02_primary_tree_calibrated.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,186.58560175200,1754.38142046999997,0
primary_adequate,with_caridae_calibrated,n_turns_abs,Pagel_lambda,1.14322391575357e+00,1.884540034921667,3.58831418040641e-03,NA,data/phylogeny/P01_Trees/02_primary_tree_calibrated.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,186.58560175200,1754.38142046999997,0
primary_adequate,with_caridae_calibrated,start_end_dist,Blomberg_K,5.73519158949713e-01,NA,5.49000000000000e-01,NA,data/phylogeny/P01_Trees/02_primary_tree_calibrated.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,186.58560175200,1754.38142046999997,0
primary_adequate,with_caridae_calibrated,start_end_dist,Pagel_lambda,4.55400227644791e-05,18.698092760451690,1.00000000000000e+00,NA,data/phylogeny/P01_Trees/02_primary_tree_calibrated.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,186.58560175200,1754.38142046999997,0
primary_adequate,with_caridae_calibrated,axial_span,Blomberg_K,9.75046287808276e-01,NA,4.70000000000000e-02,NA,data/phylogeny/P01_Trees/02_primary_tree_calibrated.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,186.58560175200,1754.38142046999997,0
primary_adequate,with_caridae_calibrated,axial_span,Pagel_lambda,1.10774636025598e+00,18.426253063938002,1.44130565959412e-01,NA,data/phylogeny/P01_Trees/02_primary_tree_calibrated.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,186.58560175200,1754.38142046999997,0
primary_adequate,with_caridae_calibrated,axial_pitch_360,Blomberg_K,8.71149111736651e-01,NA,1.05000000000000e-01,NA,data/phylogeny/P01_Trees/02_primary_tree_calibrated.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,186.58560175200,1754.38142046999997,0
primary_adequate,with_caridae_calibrated,axial_pitch_360,Pagel_lambda,1.07424876379854e+00,19.693600317925004,2.43343225267198e-01,NA,data/phylogeny/P01_Trees/02_primary_tree_calibrated.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,186.58560175200,1754.38142046999997,0
primary_adequate,with_caridae_calibrated,fit_radius,Blomberg_K,1.28051198621543e+00,NA,7.00000000000000e-03,NA,data/phylogeny/P01_Trees/02_primary_tree_calibrated.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,186.58560175200,1754.38142046999997,0
primary_adequate,with_caridae_calibrated,fit_radius,Pagel_lambda,1.14674304535784e+00,31.717610850739604,3.42343148219481e-03,NA,data/phylogeny/P01_Trees/02_primary_tree_calibrated.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,186.58560175200,1754.38142046999997,0
primary_adequate,with_caridae_calibrated,centroid_size,Blomberg_K,1.09616259991843e+00,NA,2.10000000000000e-02,NA,data/phylogeny/P01_Trees/02_primary_tree_calibrated.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,186.58560175200,1754.38142046999997,0
primary_adequate,with_caridae_calibrated,centroid_size,Pagel_lambda,1.16269607482543e+00,-74.378770448263808,9.39970336146414e-02,NA,data/phylogeny/P01_Trees/02_primary_tree_calibrated.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,186.58560175200,1754.38142046999997,0
primary_adequate,with_caridae_calibrated_grafen,PC1,Blomberg_K,1.60873830233973e+00,NA,6.00000000000000e-03,NA,data/phylogeny/P01_Trees/01_primary_tree_calibrated_grafen.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,213.24785314200,1851.62772351900003,0
primary_adequate,with_caridae_calibrated_grafen,PC1,Pagel_lambda,1.14824107760172e+00,16.329043468565786,1.70703281650722e-04,NA,data/phylogeny/P01_Trees/01_primary_tree_calibrated_grafen.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,213.24785314200,1851.62772351900003,0
primary_adequate,with_caridae_calibrated_grafen,PC2,Blomberg_K,1.62758458014119e+00,NA,5.00000000000000e-03,NA,data/phylogeny/P01_Trees/01_primary_tree_calibrated_grafen.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,213.24785314200,1851.62772351900003,0
primary_adequate,with_caridae_calibrated_grafen,PC2,Pagel_lambda,1.13053068011371e+00,15.050279215231789,2.07442915497067e-03,NA,data/phylogeny/P01_Trees/01_primary_tree_calibrated_grafen.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,213.24785314200,1851.62772351900003,0
primary_adequate,with_caridae_calibrated_grafen,PC3,Blomberg_K,6.42617330022473e-01,NA,3.26000000000000e-01,NA,data/phylogeny/P01_Trees/01_primary_tree_calibrated_grafen.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,213.24785314200,1851.62772351900003,0
primary_adequate,with_caridae_calibrated_grafen,PC3,Pagel_lambda,4.36026388252858e-05,16.424587863436940,1.00000000000000e+00,NA,data/phylogeny/P01_Trees/01_primary_tree_calibrated_grafen.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,213.24785314200,1851.62772351900003,0
primary_adequate,with_caridae_calibrated_grafen,PC4,Blomberg_K,7.44902624727854e-01,NA,1.71000000000000e-01,NA,data/phylogeny/P01_Trees/01_primary_tree_calibrated_grafen.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,213.24785314200,1851.62772351900003,0
primary_adequate,with_caridae_calibrated_grafen,PC4,Pagel_lambda,4.36026388252858e-05,19.310574796812613,1.00000000000000e+00,NA,data/phylogeny/P01_Trees/01_primary_tree_calibrated_grafen.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,213.24785314200,1851.62772351900003,0
primary_adequate,with_caridae_calibrated_grafen,PC5,Blomberg_K,6.60495706187943e-01,NA,2.96000000000000e-01,NA,data/phylogeny/P01_Trees/01_primary_tree_calibrated_grafen.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,213.24785314200,1851.62772351900003,0
primary_adequate,with_caridae_calibrated_grafen,PC5,Pagel_lambda,4.36026388252858e-05,27.167808890369127,1.00000000000000e+00,NA,data/phylogeny/P01_Trees/01_primary_tree_calibrated_grafen.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,213.24785314200,1851.62772351900003,0
primary_adequate,with_caridae_calibrated_grafen,abs_winding_angle_deg,Blomberg_K,1.74713671561088e+00,NA,1.00000000000000e-03,NA,data/phylogeny/P01_Trees/01_primary_tree_calibrated_grafen.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,213.24785314200,1851.62772351900003,0
primary_adequate,with_caridae_calibrated_grafen,abs_winding_angle_deg,Pagel_lambda,1.11894901798869e+00,-80.298138885383338,2.81020137642246e-03,NA,data/phylogeny/P01_Trees/01_primary_tree_calibrated_grafen.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,213.24785314200,1851.62772351900003,0
primary_adequate,with_caridae_calibrated_grafen,n_turns_abs,Blomberg_K,1.74713671561087e+00,NA,2.00000000000000e-03,NA,data/phylogeny/P01_Trees/01_primary_tree_calibrated_grafen.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,213.24785314200,1851.62772351900003,0
primary_adequate,with_caridae_calibrated_grafen,n_turns_abs,Pagel_lambda,1.11894901798863e+00,2.107317554918829,2.81020137642254e-03,NA,data/phylogeny/P01_Trees/01_primary_tree_calibrated_grafen.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,213.24785314200,1851.62772351900003,0
primary_adequate,with_caridae_calibrated_grafen,start_end_dist,Blomberg_K,5.23713563320904e-01,NA,5.73000000000000e-01,NA,data/phylogeny/P01_Trees/01_primary_tree_calibrated_grafen.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,213.24785314200,1851.62772351900003,0
primary_adequate,with_caridae_calibrated_grafen,start_end_dist,Pagel_lambda,4.36026388252858e-05,18.698079396884893,1.00000000000000e+00,NA,data/phylogeny/P01_Trees/01_primary_tree_calibrated_grafen.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,213.24785314200,1851.62772351900003,0
primary_adequate,with_caridae_calibrated_grafen,axial_span,Blomberg_K,9.55492191716104e-01,NA,5.80000000000000e-02,NA,data/phylogeny/P01_Trees/01_primary_tree_calibrated_grafen.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,213.24785314200,1851.62772351900003,0
primary_adequate,with_caridae_calibrated_grafen,axial_span,Pagel_lambda,1.07651495772060e+00,18.226058916151469,1.88040011880350e-01,NA,data/phylogeny/P01_Trees/01_primary_tree_calibrated_grafen.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,213.24785314200,1851.62772351900003,0
primary_adequate,with_caridae_calibrated_grafen,axial_pitch_360,Blomberg_K,8.39046091612820e-01,NA,1.29000000000000e-01,NA,data/phylogeny/P01_Trees/01_primary_tree_calibrated_grafen.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,213.24785314200,1851.62772351900003,0
primary_adequate,with_caridae_calibrated_grafen,axial_pitch_360,Pagel_lambda,1.05378189733347e+00,19.627210236896889,2.67729867798925e-01,NA,data/phylogeny/P01_Trees/01_primary_tree_calibrated_grafen.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,213.24785314200,1851.62772351900003,0
primary_adequate,with_caridae_calibrated_grafen,fit_radius,Blomberg_K,1.24826189202857e+00,NA,1.50000000000000e-02,NA,data/phylogeny/P01_Trees/01_primary_tree_calibrated_grafen.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,213.24785314200,1851.62772351900003,0
primary_adequate,with_caridae_calibrated_grafen,fit_radius,Pagel_lambda,1.12351710335528e+00,31.735223695013008,3.35784215733620e-03,NA,data/phylogeny/P01_Trees/01_primary_tree_calibrated_grafen.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,213.24785314200,1851.62772351900003,0
primary_adequate,with_caridae_calibrated_grafen,centroid_size,Blomberg_K,1.18765823430799e+00,NA,1.50000000000000e-02,NA,data/phylogeny/P01_Trees/01_primary_tree_calibrated_grafen.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,213.24785314200,1851.62772351900003,0
primary_adequate,with_caridae_calibrated_grafen,centroid_size,Pagel_lambda,1.13655008655893e+00,-74.424790091422437,9.95639855173068e-02,NA,data/phylogeny/P01_Trees/01_primary_tree_calibrated_grafen.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,213.24785314200,1851.62772351900003,0
primary_adequate,ultrametric_with_caridae,PC1,Blomberg_K,1.35993717273068e+00,NA,1.00000000000000e-02,NA,data/phylogeny/P01_Trees/12_ultrametric_with_caridae_corrected.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,0.92925275931,6.38335928814000,0
primary_adequate,ultrametric_with_caridae,PC1,Pagel_lambda,1.01438821018549e+00,15.139483158545826,6.08512837707118e-04,NA,data/phylogeny/P01_Trees/12_ultrametric_with_caridae_corrected.tre,existing_file,Imported from phylogeny workflow outputs.,14,TRUE,TRUE,0.92925275931,6.38335928814000,0
