analysis,response,disparity_metric,global_test,pairwise_test,sensitivity_analysis,minimum_family_n,bootstrap_replicates,permutation_replicates,rarefaction_replicates,random_seed
Family-level disparity,PC1-PC5,Mean squared Euclidean distance to the family centroid,PERMDISP with centroid distances and bias adjustment,Pairwise PERMDISP with Benjamini-Hochberg FDR correction,Rarefaction to 4 specimens per family without replacement,3,5000,9999,5000,20260729
