dimensions,n_specimens,m,randomized_evaluations,seed,single_evaluation,mean,median,sd,min,max,q025,q975,fraction_above_0_75
PC1-PC5,68,6,100,1,0.993782850579357,0.905983390860531,0.982578763118977,0.220050439295918,0.0606590202425997,0.999457370743768,0.200038104315595,0.999105705987194,0.9
